,high,low,open,close,volume,start,binance_high,binance_low,binance_open,binance_close,binance_volume,circulation,poolval,avg_volume,cum_volume,btc_volume,price_diff,price_diff_pos,price_diff_neg,volume_diff,volume_diff_pos,volume_diff_neg,row_count,pool_diff,circulation_diff,dcr_savings,dcr_savings_pos,dcr_savings_neg
10,0.0,0.0,0.0010735,0.0010735,0,2020-10-15 00:00:00+00:00,0.001028,0.00098,0.001022,0.000996,9582.618,12130253.47635297,6066810.40286221,,2280,0.0,7.781124497991976,7.781124497991976,0.0,-100.0,0.0,-100.0,1,-54704.36932388041,36197.87256348878,-5180.397211261856,0.0,-5180.397211261856
11,0.001136,0.0,0.0010735,0.0011155,2080,2020-10-16 00:00:00+00:00,0.001105,0.00098,0.000997,0.001083,26336.12,12134283.98261069,6045020.0320309,,4360,2.32024,3.000923361034169,3.000923361034169,0.0,-92.10210160038761,0.0,-92.10210160038761,1,-76494.74015519023,40228.37882120907,-6737.895012932519,0.0,-6737.895012932519
12,0.0,0.0,0.0011155,0.0011155,0,2020-10-17 00:00:00+00:00,0.0012,0.001084,0.001089,0.001089,44632.023,12137937.33255655,6034569.26876756,,4360,0.0,2.4334251606978885,2.4334251606978885,0.0,-100.0,0.0,-100.0,1,-86945.50341853034,43881.72876706906,-7023.500262963872,0.0,-7023.500262963872
13,0.0,0.0,0.0011155,0.0011155,0,2020-10-18 00:00:00+00:00,0.001103,0.001046,0.001091,0.001055,14768.705,12141832.73804583,6049569.27475382,,4360,0.0,5.734597156398102,5.734597156398102,0.0,-100.0,0.0,-100.0,1,-71945.49743227009,47777.13425634988,-5450.392673733578,0.0,-5450.392673733578
14,0.0,0.0,0.0011155,0.0011155,0,2020-10-19 00:00:00+00:00,0.00106,0.001037,0.001055,0.001045,13772.233,12145770.36252524,6090043.11989435,,4360,0.0,6.746411483253589,6.746411483253589,0.0,-100.0,0.0,-100.0,1,-31471.65229174029,51714.758735759184,-2388.776819449353,0.0,-2388.776819449353
15,0.000983,0.0,0.0011155,0.0011155,40,2020-10-20 00:00:00+00:00,0.001127,0.000972,0.001041,0.000993,39686.357,12150099.21631318,6126769.21979008,,4400,0.04462,12.336354481369582,12.336354481369582,0.0,-99.89920969566444,0.0,-99.89920969566444,1,5254.4476039893925,56043.61252369918,53.40297524933703,53.40297524933703,0.0
16,0.001089,0.0,0.0011155,0.001089,80,2020-10-21 00:00:00+00:00,0.001025,0.000947,0.00099,0.000976,19129.593,12154425.25550174,6163510.14960297,,4480,0.08711999999999999,11.577868852459016,11.577868852459016,0.0,-99.58179978005805,0.0,-99.58179978005805,1,41995.37741687987,60369.65171225928,2206.7869068752866,2206.7869068752866,0.0
17,0.001026,0.0,0.001089,0.001026,80,2020-10-22 00:00:00+00:00,0.001047,0.000971,0.000971,0.001024,15359.622,12158143.34123249,6181376.08634446,,4560,0.08208,0.1953125,0.1953125,0.0,-99.47915384896842,0.0,-99.47915384896842,1,59861.31415836979,64087.73744300939,3072.2952310205437,3072.2952310205437,0.0
18,0.001009,0.0,0.001026,0.001009,120,2020-10-23 00:00:00+00:00,0.001028,0.000964,0.001024,0.000975,14115.528,12161999.34233099,6171524.89667187,,4680,0.12108,3.4871794871794926,3.4871794871794926,0.0,-99.14987239584661,0.0,-99.14987239584661,1,50010.124485779554,67943.73854150996,2385.7960255673447,2385.7960255673447,0.0
19,0.000985,0.0,0.001009,0.00098,600,2020-10-24 00:00:00+00:00,0.000987,0.000962,0.000975,0.000967,9653.559,12166255.01653603,6153879.99497936,,5280,0.588,1.3443640124095158,1.3443640124095158,0.0,-93.78467568282329,0.0,-93.78467568282329,1,32365.222793269902,72199.41274655052,1354.2611396634952,1354.2611396634952,0.0
20,0.00098,0.0,0.00098,0.00098,5120,2020-10-25 00:00:00+00:00,0.000976,0.000942,0.000964,0.000969,10909.617,12169486.17658059,6145299.68622071,,10400,5.0176,1.1351909184726505,1.1351909184726505,0.0,-53.06892991752139,0.0,-53.06892991752139,1,23784.914034619927,75430.57279110886,637.3768587914251,637.3768587914251,0.0
21,0.00098,0.0,0.00098,0.00098,4680,2020-10-26 00:00:00+00:00,0.000976,0.000917,0.000968,0.000941,9459.875,12172886.21258564,6147975.55017791,,15080,4.5864,4.144527098831019,4.144527098831019,0.0,-50.527887524940866,0.0,-50.527887524940866,1,26460.777991820127,78830.6087961588,517.3080905372785,517.3080905372785,0.0
22,0.00098,0.0,0.00098,0.0009125,12800,2020-10-27 00:00:00+00:00,0.000961,0.000882,0.000941,0.000896,19938.277,12176750.65748216,6147362.26103397,,27880,11.68,1.8415178571428603,1.8415178571428603,0.0,-35.801874956396674,0.0,-35.801874956396674,1,25847.488847879693,82695.05369267985,-88.37005009218727,0.0,-88.37005009218727
23,0.000916,0.0,0.0009125,0.0009,10600,2020-10-28 00:00:00+00:00,0.000907,0.000865,0.000896,0.000896,20119.247,12181065.43827337,6152781.33791299,,38480,9.54,0.44642857142858094,0.44642857142858094,0.0,-47.3141315875291,0.0,-47.3141315875291,1,31266.565726899542,87009.83448388986,-300.5597613791858,0.0,-300.5597613791858
24,0.000916,0.0,0.0009,0.000899,6200,2020-10-29 00:00:00+00:00,0.000908,0.000852,0.000896,0.000891,15855.391,12185087.9048063,6129867.45809179,,44680,5.573799999999999,0.8978675645342271,0.8978675645342271,0.0,-60.896580853792884,0.0,-60.896580853792884,1,8352.685905699618,91032.30101681873,-1453.0925637720152,0.0,-1453.0925637720152
25,0.000899,0.0,0.000899,0.0008955,7400,2020-10-30 00:00:00+00:00,0.000911,0.000856,0.000891,0.00088,11482.323,12188668.85544679,6115293.47786355,,52080,6.6267000000000005,1.7613636363636331,1.7613636363636331,0.0,-35.553110637978044,0.0,-35.553110637978044,1,-6221.294322540052,94613.25165730901,-2242.357473943848,0.0,-2242.357473943848
26,0.000899,0.0,0.0008955,0.0008955,4040,2020-10-31 00:00:00+00:00,0.000915,0.000849,0.00088,0.000889,14945.637,12192918.62177105,6115924.45903721,,56120,3.61782,0.7311586051743424,0.7311586051743424,0.0,-72.96869982858543,0.0,-72.96869982858543,1,-5590.313148880377,98863.01798157021,-2285.5671536622363,0.0,-2285.5671536622363
27,0.000899,0.0,0.0008955,0.000899,1320,2020-11-01 00:00:00+00:00,0.000911,0.000881,0.000894,0.000897,7815.44,12198096.36985658,6104454.25297114,,57440,1.18668,0.22296544035673715,0.22296544035673715,0.0,-83.11035591086362,0.0,-83.11035591086362,1,-17060.519214950502,104040.76606709883,-2660.732829105375,0.0,-2660.732829105375
28,0.000922,0.0,0.000899,0.000882,7920,2020-11-02 00:00:00+00:00,0.000939,0.000859,0.000901,0.00087,23984.215,12202022.87526703,6107632.65723872,,65360,6.98544,1.379310344827589,1.379310344827589,0.0,-66.97828134045662,0.0,-66.97828134045662,1,-13882.114947370254,107967.27147755027,-2732.486722323112,0.0,-2732.486722323112
29,0.000942,0.0,0.000882,0.0008925,15240,2020-11-03 00:00:00+00:00,0.000921,0.000845,0.00087,0.00087,27570.778,12206010.6887818,6134461.19539051,2686.6666666666665,80600,13.6017,2.5862068965517127,2.5862068965517127,0.0,-44.72408431854915,0.0,-44.72408431854915,1,12946.423204420134,111955.08499231935,-2255.119226519329,0.0,-2255.119226519329
30,0.00096,0.0,0.0008925,0.0009565,22080,2020-11-04 00:00:00+00:00,0.000957,0.00087,0.00087,0.000919,41324.241,12210070.957329,6199701.2916704,3422.6666666666665,102680,21.11952,4.080522306855272,4.080522306855272,0.0,-46.56889161013266,0.0,-46.56889161013266,1,78186.51948430948,116015.35353951901,-790.1122746996942,0.0,-790.1122746996942
31,0.000996,0.0,0.0009565,0.000924,25640,2020-11-05 00:00:00+00:00,0.000979,0.000852,0.000919,0.000915,53195.678,12213938.94136711,6222523.16904275,4277.333333333333,128320,23.69136,0.9836065573770592,0.9836065573770592,0.0,-51.80059552958418,0.0,-51.80059552958418,1,101008.39685666002,119883.33757762983,-853.4875982293743,0.0,-853.4875982293743
32,0.00099,0.0,0.000924,0.000966,17440,2020-11-06 00:00:00+00:00,0.00098,0.00088,0.000915,0.00095,32659.227,12218237.47550128,6210009.00484821,4858.666666666667,145760,16.84704,1.684210526315777,1.684210526315777,0.0,-46.600083339388284,0.0,-46.600083339388284,1,88494.2326621199,124181.87171179987,-1735.3262829660634,0.0,-1735.3262829660634
33,0.001136,0.0,0.000966,0.001078,11800,2020-11-07 00:00:00+00:00,0.001133,0.000937,0.00095,0.001047,53619.554,12221603.84777634,6208147.73101361,5212.0,157560,12.7204,2.9608404966571245,2.9608404966571245,0.0,-77.99310303849227,0.0,-77.99310303849227,1,86632.95882751979,127548.24398685992,-2086.089446249418,0.0,-2086.089446249418
34,0.00121,0.0,0.001078,0.001168,12080,2020-11-08 00:00:00+00:00,0.001185,0.001025,0.001046,0.001096,79541.551,12225463.47161826,6211955.71949764,5614.666666666667,169640,14.10944,6.569343065693434,6.569343065693434,0.0,-84.81296901037297,0.0,-84.81296901037297,1,90440.94731154945,131407.86782877892,-2262.830076812873,0.0,-2262.830076812873
35,0.001115,0.0,0.001168,0.001115,5120,2020-11-09 00:00:00+00:00,0.00112,0.001024,0.0011,0.001076,36672.33,12229610.1288578,6227771.16835996,5785.333333333333,174760,5.7088,3.6245353159851446,3.6245353159851446,0.0,-86.03852005040312,0.0,-86.03852005040312,1,106256.39617387019,135554.52506832033,-1902.8778840591613,0.0,-1902.8778840591613
36,0.001075,0.0,0.001115,0.000978,7960,2020-11-10 00:00:00+00:00,0.001081,0.000982,0.001074,0.001008,32783.622,12233540.81436614,6217802.81298085,6050.666666666667,182720,7.784879999999999,-2.976190476190488,0.0,-2.976190476190488,-75.71958339441566,0.0,-75.71958339441566,1,96288.04079475999,139485.21057665907,-2335.9988974389194,0.0,-2335.9988974389194
37,0.001056,0.0,0.000978,0.00102,30160,2020-11-11 00:00:00+00:00,0.001036,0.00075,0.001008,0.001025,61175.273,12237687.47160585,6221518.38662668,7056.0,212880,30.7632,-0.4878048780487809,0.0,-0.4878048780487809,-50.69903488620313,0.0,-50.69903488620313,1,100003.61444059014,143631.86781636998,-2970.4311989318385,0.0,-2970.4311989318385
38,0.001083,0.0,0.00102,0.001051,38720,2020-11-12 00:00:00+00:00,0.001071,0.000958,0.001025,0.001055,41492.631,12241669.71165663,6230094.93343256,8310.666666666666,251600,40.694720000000004,-0.37914691943127243,0.0,-0.37914691943127243,-6.682225091968741,0.0,-6.682225091968741,1,108580.16124647018,147614.10786714964,-3667.175352654611,0.0,-3667.175352654611
39,0.001233,0.0,0.001051,0.001223,52640,2020-11-13 00:00:00+00:00,0.001214,0.001001,0.001055,0.001214,90632.17,12245741.1271319,6195669.8533791,10065.333333333334,304240,64.37872,0.7413509060955503,0.7413509060955503,0.0,-41.91907796094918,0.0,-41.91907796094918,1,74155.08119300939,151685.52334241942,-5752.122970174765,0.0,-5752.122970174765
40,0.001286,0.0,0.001223,0.001203,17200,2020-11-14 00:00:00+00:00,0.001221,0.001084,0.001214,0.001161,51652.971,12249793.03548308,6216270.79544366,10638.666666666666,321440,20.6916,3.6175710594315458,3.6175710594315458,0.0,-66.70085056675636,0.0,-66.70085056675636,1,94756.02325756941,155737.4316936005,-5528.877481522697,0.0,-5528.877481522697
41,0.001315,0.0,0.001203,0.001309,24200,2020-11-15 00:00:00+00:00,0.001301,0.001128,0.001158,0.001213,74525.788,12253323.82494724,6201992.58993526,11376.0,345640,31.6778,7.914262159934049,7.914262159934049,0.0,-67.52801862356692,0.0,-67.52801862356692,1,80477.81774916966,159268.22115775943,-6313.385291686437,0.0,-6313.385291686437
42,0.001126,0.0,0.001309,0.001117,760,2020-11-16 00:00:00+00:00,0.001217,0.001087,0.001215,0.001104,27147.974,12257400.81388652,6222480.449429,11401.333333333334,346400,0.8489199999999999,1.1775362318840576,1.1775362318840576,0.0,-97.20052774472231,0.0,-97.20052774472231,1,100965.67724290956,163345.21009703912,-5707.7749478393125,0.0,-5707.7749478393125
43,0.00109,0.0,0.001117,0.001088,10200,2020-11-17 00:00:00+00:00,0.001113,0.000985,0.001101,0.001065,34534.496,12261360.76008111,6251207.12031865,11741.333333333334,356600,11.0976,2.1596244131455444,2.1596244131455444,0.0,-70.46431486939899,0.0,-70.46431486939899,1,129692.34813256003,167305.15629163012,-5156.992087896363,0.0,-5156.992087896363
44,0.001197,0.0,0.001088,0.001113,26000,2020-11-18 00:00:00+00:00,0.001183,0.001031,0.001065,0.001091,59200.835,12265638.39372553,6304434.01231732,12608.0,382600,28.938000000000002,2.0164986251145933,2.0164986251145933,0.0,-56.081700536825196,0.0,-56.081700536825196,1,182919.2401312301,171582.7899360489,-4437.350219305998,0.0,-4437.350219305998
45,0.001172,0.0,0.001113,0.0011505,33360,2020-11-19 00:00:00+00:00,0.001166,0.001069,0.001091,0.00116,55097.64,12269464.09393371,6360251.19343018,13718.666666666666,415960,38.38068,-0.8189655172413768,0.0,-0.8189655172413768,-39.45294208608572,0.0,-39.45294208608572,1,238736.4212440895,175408.49014423043,-3852.6864946937067,0.0,-3852.6864946937067
46,0.001278,0.0,0.0011505,0.001264,22000,2020-11-20 00:00:00+00:00,0.001264,0.001123,0.00116,0.001234,53200.358,12273372.41660776,6403416.16053827,14449.333333333334,437960,27.808,2.4311183144246185,2.4311183144246185,0.0,-58.64689481976795,0.0,-58.64689481976795,1,281901.3883521799,179316.8128182795,-3320.3959925068107,0.0,-3320.3959925068107
47,0.001339,0.0,0.001264,0.001339,24480,2020-11-21 00:00:00+00:00,0.001321,0.00119,0.001235,0.001305,47905.445,12277221.41775871,6438834.8919207,15262.666666666666,462440,32.77872,2.605363984674325,2.605363984674325,0.0,-48.89933701690904,0.0,-48.89933701690904,1,317320.1197346095,183165.81396923028,-3023.3308388623022,0.0,-3023.3308388623022
48,0.0013,0.0,0.001339,0.0012,5920,2020-11-22 00:00:00+00:00,0.001303,0.001163,0.0013,0.00119,46063.615,12281035.92965202,6466267.38720901,15456.0,468360,7.103999999999999,0.8403361344537563,0.8403361344537563,0.0,-87.14820797282194,0.0,-87.14820797282194,1,344752.6150229201,186980.32586253993,-2522.5996934097943,0.0,-2522.5996934097943
49,0.001226,0.0,0.0012,0.001183,80,2020-11-23 00:00:00+00:00,0.001263,0.001156,0.001191,0.00117,18504.36,12285075.31150506,6483887.40978934,15438.666666666666,468440,0.09464,1.1111111111111072,1.1111111111111072,0.0,-99.56766945736032,0.0,-99.56766945736032,1,362372.6376032494,191019.70771558024,-2121.347247935012,0.0,-2121.347247935012
50,0.001174,0.0,0.001183,0.001167,3560,2020-11-24 00:00:00+00:00,0.00121,0.00114,0.00117,0.00118,27895.296,12288979.49546821,6472562.73205281,15386.666666666666,472000,4.154520000000001,-1.1016949152542366,0.0,-1.1016949152542366,-87.23799166712553,0.0,-87.23799166712553,1,351047.9598667193,194923.89167873003,-2371.608630064327,0.0,-2371.608630064327
51,0.00122,0.0,0.001167,0.001118,1320,2020-11-25 00:00:00+00:00,0.00121,0.001091,0.00118,0.001102,28030.773,12292947.13966539,6402242.88853411,15274.666666666666,473320,1.4757600000000002,1.4519056261343088,1.4519056261343088,0.0,-95.2908897660439,0.0,-95.2908897660439,1,280728.1163480198,198891.53587590903,-3703.6900702303883,0.0,-3703.6900702303883
52,0.00123,0.0,0.001118,0.001173,20920,2020-11-26 00:00:00+00:00,0.001249,0.001069,0.001102,0.00121,52165.662,12296572.65042693,6347932.45501571,15545.333333333334,494240,24.53916,-3.057851239669418,0.0,-3.057851239669418,-59.89699124301347,0.0,-59.89699124301347,1,226417.68282961939,202517.0466374494,-5053.251267365672,0.0,-5053.251267365672
53,0.001309,0.0,0.001173,0.0013,12200,2020-11-27 00:00:00+00:00,0.001287,0.001131,0.001205,0.001267,38962.962,12300854.83665365,6297475.71119471,15598.666666666666,506440,15.86,2.6045777426992878,2.6045777426992878,0.0,-68.68821215389119,0.0,-68.68821215389119,1,175960.93900861964,206799.2328641694,-6119.982610951488,0.0,-6119.982610951488
54,0.001383,0.0,0.0013,0.001222,11400,2020-11-28 00:00:00+00:00,0.001366,0.001211,0.001271,0.001223,38039.587,12304712.11522643,6257439.55246484,15772.0,517840,13.9308,-0.08176614881438837,0.0,-0.08176614881438837,-70.03122037050508,0.0,-70.03122037050508,1,135924.78027874976,210656.51143695042,-6943.9130858409135,0.0,-6943.9130858409135
55,0.001317,0.0,0.001222,0.001317,11680,2020-11-29 00:00:00+00:00,0.00132,0.001212,0.001223,0.001317,27858.068,12308205.18723869,6330280.91785684,15914.666666666666,529520,15.38256,0.0,0.0,0.0,-58.07318727199604,0.0,-58.07318727199604,1,208766.14567075018,214149.5834492091,-5727.747398736604,0.0,-5727.747398736604
56,0.001352,0.0,0.001317,0.001274,9920,2020-11-30 00:00:00+00:00,0.001359,0.001211,0.001317,0.001252,23059.709,12312244.56909173,6498463.35585408,16110.666666666666,539440,12.63808,1.7571884984025399,1.7571884984025399,0.0,-56.98124377892193,0.0,-56.98124377892193,1,376948.5836679898,218188.96530224942,-2850.726602315968,0.0,-2850.726602315968
57,0.001359,0.0,0.001274,0.00135,17280,2020-12-01 00:00:00+00:00,0.001358,0.001236,0.001248,0.001354,38495.499,12316195.65844525,6646371.36726405,16642.666666666668,556720,23.328000000000003,-0.2954209748892045,0.0,-0.2954209748892045,-55.111635258968846,0.0,-55.111635258968846,1,524856.5950779598,222140.05465576984,-549.369050380003,0.0,-549.369050380003
58,0.001381,0.0,0.00135,0.001356,8440,2020-12-02 00:00:00+00:00,0.0014,0.001281,0.001351,0.001365,21306.043,12320400.58873489,6674205.68012003,16660.0,565160,11.44464,-0.659340659340657,0.0,-0.659340659340657,-60.3868254654325,0.0,-60.3868254654325,1,552690.9079339402,226344.984945409,-211.34054349253933,0.0,-211.34054349253933
59,0.002063,0.0,0.001356,0.0016,2840,2020-12-03 00:00:00+00:00,0.002182,0.001368,0.001368,0.001609,249362.353,12323750.18543543,6649519.5803085,16246.666666666666,568000,4.5440000000000005,-0.5593536357986206,0.0,-0.5593536357986206,-98.86109512288729,0.0,-98.86109512288729,1,528004.8081224095,229694.5816459488,-666.5865312931749,0.0,-666.5865312931749
60,0.001561,0.0,0.0016,0.001535,3320,2020-12-04 00:00:00+00:00,0.001645,0.001369,0.001611,0.001392,84039.865,12327839.23181945,6619061.30841105,15621.333333333334,571320,5.0962,10.272988505747115,10.272988505747115,0.0,-96.04949389197614,0.0,-96.04949389197614,1,497546.5362249594,233783.62802997045,-1209.4010454924685,0.0,-1209.4010454924685
61,0.001484,0.0,0.001535,0.001473,5680,2020-12-05 00:00:00+00:00,0.00147,0.001337,0.00139,0.001457,37039.122,12331897.92765676,6566217.17411696,14956.0,577000,8.36664,1.0981468771448233,1.0981468771448233,0.0,-84.66486327618674,0.0,-84.66486327618674,1,444702.40193086956,237842.32386728004,-2133.8322269214586,0.0,-2133.8322269214586
62,0.001444,0.0,0.001473,0.001444,7040,2020-12-06 00:00:00+00:00,0.001457,0.001335,0.001453,0.001423,32569.143,12336006.28802505,6514697.24152478,14609.333333333334,584040,10.16576,1.4757554462403455,1.4757554462403455,0.0,-78.38444812625252,0.0,-78.38444812625252,1,393182.46933868993,241950.6842355691,-3029.4846136715882,0.0,-3029.4846136715882
63,0.00148,0.0,0.001444,0.001423,9640,2020-12-07 00:00:00+00:00,0.00147,0.00135,0.001419,0.001418,31739.64,12339753.20097343,6457755.1958597,14537.333333333334,593680,13.71772,0.35260930888576514,0.35260930888576514,0.0,-69.6278848783414,0.0,-69.6278848783414,1,336240.4236736102,245697.59718395025,-4022.4933800998406,0.0,-4022.4933800998406
64,0.001456,0.0,0.001423,0.00143,10080,2020-12-08 00:00:00+00:00,0.001438,0.001346,0.001418,0.001412,31017.884,12343566.33329645,6447081.28241276,14470.666666666666,603760,14.4144,1.2747875354107707,1.2747875354107707,0.0,-67.50261881177968,0.0,-67.50261881177968,1,325566.5102266697,249510.72950696945,-4279.899842666619,0.0,-4279.899842666619
65,0.00146,0.0,0.00143,0.00146,6120,2020-12-09 00:00:00+00:00,0.001451,0.001349,0.00141,0.001409,25648.633,12347600.19686827,6508350.14591438,14504.0,609880,8.9352,3.619588360539372,3.619588360539372,0.0,-76.13907922500196,0.0,-76.13907922500196,1,386835.3737282902,253544.59307879023,-3379.4640344198456,0.0,-3379.4640344198456
66,0.001832,0.0,0.00146,0.00156,1400,2020-12-10 00:00:00+00:00,0.00189,0.001414,0.001414,0.001465,101951.108,12351464.37329256,6617560.07881469,14285.333333333334,611280,2.184,6.484641638225264,6.484641638225264,0.0,-98.62679275638672,0.0,-98.62679275638672,1,496045.30662859976,257408.76950307935,-1719.9207965880632,0.0,-1719.9207965880632
67,0.00147,0.0,0.00156,0.0014695,12040,2020-12-11 00:00:00+00:00,0.001489,0.001309,0.001467,0.001376,62421.895,12354985.92455126,6638577.20465214,13681.333333333334,623320,17.692780000000003,6.795058139534893,6.795058139534893,0.0,-80.71189604224607,0.0,-80.71189604224607,1,517062.4324660497,260930.32076177932,-1562.6112872639753,0.0,-1562.6112872639753
68,0.001475,0.0,0.0014695,0.001455,5280,2020-12-12 00:00:00+00:00,0.001469,0.001367,0.001381,0.001438,31461.25,12359522.11561974,6605641.28000467,12566.666666666666,628600,7.6823999999999995,1.1821974965229298,1.1821974965229298,0.0,-83.21745003774484,0.0,-83.21745003774484,1,484126.5078185797,265466.5118302591,-2093.818727266961,0.0,-2093.818727266961
69,0.001382,0.0,0.001455,0.001381,160,2020-12-13 00:00:00+00:00,0.001444,0.001363,0.001438,0.001396,17859.298,12363461.40349736,6616849.52438596,10817.333333333334,628760,0.22096000000000002,-1.074498567335247,0.0,-1.074498567335247,-99.1041081233988,0.0,-99.1041081233988,1,495334.7521998696,269405.79970788024,-1906.0749685732915,0.0,-1906.0749685732915
70,0.001471,0.0,0.001381,0.001471,14600,2020-12-14 00:00:00+00:00,0.00148,0.001352,0.001399,0.001447,29299.744,12367037.35899792,6614180.28059279,10730.666666666666,643360,21.4766,1.6586040082930298,1.6586040082930298,0.0,-50.17021309128161,0.0,-50.17021309128161,1,492665.50840669964,272981.7552084401,-2122.457628074653,0.0,-2122.457628074653
71,0.00161,0.0,0.001471,0.001479,13520,2020-12-15 00:00:00+00:00,0.001614,0.001344,0.001445,0.00141,44512.437,12370900.15584877,6623841.19915092,10374.666666666666,656880,19.99608,4.893617021276597,4.893617021276597,0.0,-69.62646641881234,0.0,-69.62646641881234,1,502326.4269648297,276844.55205928907,-2146.5774032662544,0.0,-2146.5774032662544
72,0.001477,0.0,0.001479,0.001477,11000,2020-12-16 00:00:00+00:00,0.001493,0.001341,0.001414,0.001474,38236.767,12374823.05279202,6647695.11322134,10716.0,667880,16.247,0.2035278154681075,0.2035278154681075,0.0,-71.23187742310955,0.0,-71.23187742310955,1,526180.3410352496,280767.44900253974,-1941.0912186952103,0.0,-1941.0912186952103
73,0.001407,0.0,0.001477,0.001395,12320,2020-12-17 00:00:00+00:00,0.001474,0.001273,0.001474,0.001381,38416.828,12378883.90676569,6659157.86173064,10786.666666666666,680200,17.1864,1.0137581462708045,1.0137581462708045,0.0,-67.93072036035875,0.0,-67.93072036035875,1,537643.0895445496,284828.30297620967,-1926.444735884465,0.0,-1926.444735884465
74,0.00175,0.0,0.001395,0.001612,3440,2020-12-18 00:00:00+00:00,0.001841,0.001313,0.001379,0.001578,122412.821,12382298.6847456,6642970.22744455,10034.666666666666,683640,5.54528,2.154626108998725,2.154626108998725,0.0,-97.1898368390677,0.0,-97.1898368390677,1,521455.4552584598,288243.08095612004,-2162.4605965538694,0.0,-2162.4605965538694
75,0.001582,0.0,0.001612,0.001455,2880,2020-12-19 00:00:00+00:00,0.001637,0.00136,0.001569,0.001431,40426.902,12386534.37535184,6610149.46635716,9018.666666666666,686520,4.1903999999999995,1.6771488469601525,1.6771488469601525,0.0,-92.87603091624483,0.0,-92.87603091624483,1,488634.6941710701,292478.7715623602,-2603.754024064867,0.0,-2603.754024064867
76,0.001484,0.0,0.001455,0.001484,10240,2020-12-20 00:00:00+00:00,0.001488,0.001378,0.001432,0.00146,25674.653,12390233.26285959,6587611.18246137,8626.666666666666,696760,15.19616,1.6438356164383716,1.6438356164383716,0.0,-60.11630614832457,0.0,-60.11630614832457,1,466096.41027527954,296177.65907010995,-2995.63103538598,0.0,-2995.63103538598
