,matched,visibility,txId,blockHeight,createdAt,opCode,type,txType,eventId,opObject,points,overOdds,underOdds
13,True,True,353577848d8bfdf5cd269633f33bccfb15422be513ae7509dd5a1c6946f87565,809278,2019-09-05T23:15:56.000Z,42010a19010000d101004b000040510000,10,peerlessTotalsMarket,281,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 281, 'spreadPoints': 465, 'homeOdds': 19200, 'awayOdds': 20800, 'opCode': '42010a19010000d101004b000040510000'}",465,19200,20800
14,True,True,38ea564a5f813b37707fa2b32d9714d8281d3e2db10164e8e20254b24b0eabe0,809278,2019-09-05T23:15:56.000Z,42010a19010000d101a8480000fc530000,10,peerlessTotalsMarket,281,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 281, 'spreadPoints': 465, 'homeOdds': 18600, 'awayOdds': 21500, 'opCode': '42010a19010000d101a8480000fc530000'}",465,18600,21500
15,True,True,e1a9d5b2a235dac2b6b8def9a4d4cbcfbb89626d5ab16773476eefa6a47cfce1,809281,2019-09-05T23:18:09.000Z,42010a19010000d101c84b000014500000,10,peerlessTotalsMarket,281,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 281, 'spreadPoints': 465, 'homeOdds': 19400, 'awayOdds': 20500, 'opCode': '42010a19010000d101c84b000014500000'}",465,19400,20500
16,True,True,c42c4b49446966e2d1925544829f971724d2c4cea8ab660db4188c812fac7950,809333,2019-09-06T00:02:17.000Z,42010a19010000d101f44c0000e84e0000,10,peerlessTotalsMarket,281,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 281, 'spreadPoints': 465, 'homeOdds': 19700, 'awayOdds': 20200, 'opCode': '42010a19010000d101f44c0000e84e0000'}",465,19700,20200
17,True,True,ad27f3b73f1d821591dcf6152ecd35950b721eb6e0beeedba976ff0564e6e27e,810450,2019-09-06T17:07:45.000Z,42010a26010000ea01644b000078500000,10,peerlessTotalsMarket,294,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 294, 'spreadPoints': 490, 'homeOdds': 19300, 'awayOdds': 20600, 'opCode': '42010a26010000ea01644b000078500000'}",490,19300,20600
18,True,True,8291d458831b2b527df960eb051571251b6929114081f6a4dbfb3d44b5d13849,810450,2019-09-06T17:07:45.000Z,42010a29010000900114500000c84b0000,10,peerlessTotalsMarket,297,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 297, 'spreadPoints': 400, 'homeOdds': 20500, 'awayOdds': 19400, 'opCode': '42010a29010000900114500000c84b0000'}",400,20500,19400
19,True,True,575c929862049507fee72c7e3ac3e57e1026f344e341ddabb5e6255c2db4ffd2,810450,2019-09-06T17:07:45.000Z,42010a2b0100009001c84b000078500000,10,peerlessTotalsMarket,299,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 299, 'spreadPoints': 400, 'homeOdds': 19400, 'awayOdds': 20600, 'opCode': '42010a2b0100009001c84b000078500000'}",400,19400,20600
20,True,True,211c8a1796ce8e46822d3a0e0e4e2af90bc7c25f28b62bf489437554f8eaea0f,810450,2019-09-06T17:07:45.000Z,42010a2c010000c20178500000c84b0000,10,peerlessTotalsMarket,300,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 300, 'spreadPoints': 450, 'homeOdds': 20600, 'awayOdds': 19400, 'opCode': '42010a2c010000c20178500000c84b0000'}",450,20600,19400
21,True,True,003f78e931555dc6cf285ac075bd08b435cee2cd323c89c8fb6f9b9d4fea05f5,810450,2019-09-06T17:07:45.000Z,42010a2a010000d101c84b000014500000,10,peerlessTotalsMarket,298,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 298, 'spreadPoints': 465, 'homeOdds': 19400, 'awayOdds': 20500, 'opCode': '42010a2a010000d101c84b000014500000'}",465,19400,20500
22,True,True,c0070801a7a5fbacc68269c0c0646df03f24e30393706a0c55b61835279c6945,810450,2019-09-06T17:07:45.000Z,42010a27010000bd01c84b000014500000,10,peerlessTotalsMarket,295,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 295, 'spreadPoints': 445, 'homeOdds': 19400, 'awayOdds': 20500, 'opCode': '42010a27010000bd01c84b000014500000'}",445,19400,20500
23,True,True,b2af738da6d37812a46c7e1f093c02c22dcd877b77643e2d99178c6340f836a7,810450,2019-09-06T17:07:45.000Z,42010a28010000030278500000644b0000,10,peerlessTotalsMarket,296,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 296, 'spreadPoints': 515, 'homeOdds': 20600, 'awayOdds': 19300, 'opCode': '42010a28010000030278500000644b0000'}",515,20600,19300
24,True,True,d8d1e07d83f27193864589e9c332bf7d5566f03c8ae5a984770061356d1cc5ff,810461,2019-09-06T17:17:22.000Z,42010a29010000900140510000004b0000,10,peerlessTotalsMarket,297,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 297, 'spreadPoints': 400, 'homeOdds': 20800, 'awayOdds': 19200, 'opCode': '42010a29010000900140510000004b0000'}",400,20800,19200
25,True,True,36f857e5f7f9c52f9cc7d783f26caffde8d80b0c8b2b3cb616fbd93af3a59176,810513,2019-09-06T18:05:13.000Z,42010a2901000090014c4f0000904c0000,10,peerlessTotalsMarket,297,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 297, 'spreadPoints': 400, 'homeOdds': 20300, 'awayOdds': 19600, 'opCode': '42010a2901000090014c4f0000904c0000'}",400,20300,19600
26,True,True,b79ecad1177f0a02b15e4b138eb91ae0955fe17596261ef2ff5f255a7e30f922,810607,2019-09-06T19:27:33.000Z,42010a280100000302985300000c490000,10,peerlessTotalsMarket,296,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 296, 'spreadPoints': 515, 'homeOdds': 21400, 'awayOdds': 18700, 'opCode': '42010a280100000302985300000c490000'}",515,21400,18700
27,True,True,5d6a7b5b769db475f608c6864c864f223f0264aec29c3ef6c401db02355becb9,810607,2019-09-06T19:27:33.000Z,42010a280100000302a45100009c4a0000,10,peerlessTotalsMarket,296,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 296, 'spreadPoints': 515, 'homeOdds': 20900, 'awayOdds': 19100, 'opCode': '42010a280100000302a45100009c4a0000'}",515,20900,19100
28,True,True,624f0e7a3021ec35b9e1b3c4978f243222267cd7f637ed2156bcb91c199604c9,810653,2019-09-06T20:13:41.000Z,42010a33010000b801644b0000dc500000,10,peerlessTotalsMarket,307,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 307, 'spreadPoints': 440, 'homeOdds': 19300, 'awayOdds': 20700, 'opCode': '42010a33010000b801644b0000dc500000'}",440,19300,20700
29,True,True,1f5cc6999fa23cf858947ddc424aaf8b7cc80234a0ed03a2e9b81202d36d24c7,810653,2019-09-06T20:13:41.000Z,42010a34010000e001b04f00002c4c0000,10,peerlessTotalsMarket,308,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 308, 'spreadPoints': 480, 'homeOdds': 20400, 'awayOdds': 19500, 'opCode': '42010a34010000e001b04f00002c4c0000'}",480,20400,19500
30,True,True,4f434e44e54a04ef62277c9532543cfc41a004aec51924446d55be78ed277cd1,810658,2019-09-06T20:20:09.000Z,42010a29010000900114500000c84b0000,10,peerlessTotalsMarket,297,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 297, 'spreadPoints': 400, 'homeOdds': 20500, 'awayOdds': 19400, 'opCode': '42010a29010000900114500000c84b0000'}",400,20500,19400
31,True,True,02e5d76bb757dac1366a998554c54ea1ceaad1df64b63dd4eaa7d1478ab5ee57,810660,2019-09-06T20:21:09.000Z,42010a2901000090014c4f0000904c0000,10,peerlessTotalsMarket,297,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 297, 'spreadPoints': 400, 'homeOdds': 20300, 'awayOdds': 19600, 'opCode': '42010a2901000090014c4f0000904c0000'}",400,20300,19600
32,True,True,d6d6cbdd80a27fc85b4eccd2e9dbf5874b8aa3520fc56a08856b2bdd44ed6946,810662,2019-09-06T20:22:32.000Z,42010a33010000b801384a000008520000,10,peerlessTotalsMarket,307,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 307, 'spreadPoints': 440, 'homeOdds': 19000, 'awayOdds': 21000, 'opCode': '42010a33010000b801384a000008520000'}",440,19000,21000
33,True,True,bcab3e0d52abd4ae44e55e24bc4f43f6fcc84745dc795d6f70c438b3afa7a63c,810670,2019-09-06T20:28:29.000Z,42010a29010000900114500000c84b0000,10,peerlessTotalsMarket,297,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 297, 'spreadPoints': 400, 'homeOdds': 20500, 'awayOdds': 19400, 'opCode': '42010a29010000900114500000c84b0000'}",400,20500,19400
34,True,True,0cc37e623c723c3196766cea678617619614c081cface40a49525a82e3850f07,810672,2019-09-06T20:30:37.000Z,42010a37010000f401c84b000014500000,10,peerlessTotalsMarket,311,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 311, 'spreadPoints': 500, 'homeOdds': 19400, 'awayOdds': 20500, 'opCode': '42010a37010000f401c84b000014500000'}",500,19400,20500
35,True,True,f3d65d30519807f2e1ec48dbcfcf2e924ca045e0de7ba8464cf65d205b80ed66,810672,2019-09-06T20:30:37.000Z,42010a35010000c701c84b000014500000,10,peerlessTotalsMarket,309,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 309, 'spreadPoints': 455, 'homeOdds': 19400, 'awayOdds': 20500, 'opCode': '42010a35010000c701c84b000014500000'}",455,19400,20500
36,True,True,b79e12bd10dffb826eedd9a85fb3f429a6f117361070e7dc06458847ad3b96ba,810672,2019-09-06T20:30:37.000Z,42010a36010000c201004b000040510000,10,peerlessTotalsMarket,310,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 310, 'spreadPoints': 450, 'homeOdds': 19200, 'awayOdds': 20800, 'opCode': '42010a36010000c201004b000040510000'}",450,19200,20800
37,True,True,2360fd690e822b62ba07283760f4ea7e63b76e21eef45afe876cf13c3d95d92e,810730,2019-09-06T21:37:54.000Z,42010a3401000000000000000000000000,10,peerlessTotalsMarket,308,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 308, 'spreadPoints': 0, 'homeOdds': 0, 'awayOdds': 0, 'opCode': '42010a3401000000000000000000000000'}",0,0,0
38,True,True,62ad2f03e7a8e50627dd6790d25b0a5a9ef5d58047ac46392274d45fc5939a30,810744,2019-09-06T21:47:50.000Z,42010a2801000003026c520000d4490000,10,peerlessTotalsMarket,296,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 296, 'spreadPoints': 515, 'homeOdds': 21100, 'awayOdds': 18900, 'opCode': '42010a2801000003026c520000d4490000'}",515,21100,18900
39,True,True,823d1ba522f179f1dfc8717b7fcfd49aa91407268de32d2310be38a8ae6e02ac,810750,2019-09-06T21:52:40.000Z,42010a280100000302c4540000e0470000,10,peerlessTotalsMarket,296,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 296, 'spreadPoints': 515, 'homeOdds': 21700, 'awayOdds': 18400, 'opCode': '42010a280100000302c4540000e0470000'}",515,21700,18400
40,True,True,aaa9feca69fd05736a9065039595c7ab07fcdc9259020a6760c4e1222d8816b3,810844,2019-09-06T23:06:18.000Z,42010a2a010000d101f44c0000e84e0000,10,peerlessTotalsMarket,298,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 298, 'spreadPoints': 465, 'homeOdds': 19700, 'awayOdds': 20200, 'opCode': '42010a2a010000d101f44c0000e84e0000'}",465,19700,20200
41,True,True,d33738cba604cb204aaf2c07decaf3fdbace0aa3b9cf69cce31c6a0f7d9d6a22,810849,2019-09-06T23:07:03.000Z,42010a2a010000d101204e0000bc4d0000,10,peerlessTotalsMarket,298,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 298, 'spreadPoints': 465, 'homeOdds': 20000, 'awayOdds': 19900, 'opCode': '42010a2a010000d101204e0000bc4d0000'}",465,20000,19900
42,True,True,655a9a7b1da3d5026b2704d2110d9baeea8db31c8d5274f1fb998728c9b1f5be,810892,2019-09-06T23:40:36.000Z,42010a2b0100009001d4490000d0520000,10,peerlessTotalsMarket,299,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 299, 'spreadPoints': 400, 'homeOdds': 18900, 'awayOdds': 21200, 'opCode': '42010a2b0100009001d4490000d0520000'}",400,18900,21200
43,True,True,28de66d682878191a8613c3eb6246101b856a1583f837c02fb18b820611b9d24,810925,2019-09-07T00:26:02.000Z,42010a38010000ea01f44c0000e84e0000,10,peerlessTotalsMarket,312,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 312, 'spreadPoints': 490, 'homeOdds': 19700, 'awayOdds': 20200, 'opCode': '42010a38010000ea01f44c0000e84e0000'}",490,19700,20200
44,True,True,9bba189519c3b5274c583565b06beb6d361607bfb8338e89c471c965069a4c24,811757,2019-09-07T13:03:09.000Z,42010a290100009001904c00004c4f0000,10,peerlessTotalsMarket,297,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 297, 'spreadPoints': 400, 'homeOdds': 19600, 'awayOdds': 20300, 'opCode': '42010a290100009001904c00004c4f0000'}",400,19600,20300
45,True,True,341e98a9324cd7319a1cc4072a89b1157d515a00c013475f35da2731c1ccf6a6,811839,2019-09-07T14:23:01.000Z,42010a290100009001584d0000844e0000,10,peerlessTotalsMarket,297,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 297, 'spreadPoints': 400, 'homeOdds': 19800, 'awayOdds': 20100, 'opCode': '42010a290100009001584d0000844e0000'}",400,19800,20100
46,True,True,7e50c10c3481a099dd48abd220b6c91919ba7322ee080616b45c1f1088998f2e,811901,2019-09-07T15:15:06.000Z,42010a2a010000d101a8480000fc530000,10,peerlessTotalsMarket,298,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 298, 'spreadPoints': 465, 'homeOdds': 18600, 'awayOdds': 21500, 'opCode': '42010a2a010000d101a8480000fc530000'}",465,18600,21500
47,True,True,57b6f3dd317ef2d7e8e495ead0b745d9b5a66dd4c8fdf8d1058850cfa65faa0d,811901,2019-09-07T15:15:06.000Z,42010a2a010000d1012c4c0000b04f0000,10,peerlessTotalsMarket,298,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 298, 'spreadPoints': 465, 'homeOdds': 19500, 'awayOdds': 20400, 'opCode': '42010a2a010000d1012c4c0000b04f0000'}",465,19500,20400
48,True,True,d9d600c7d9584786ea342fc905bb5a14fade8624fb3a662ac4bcb95476a8f59e,811920,2019-09-07T15:31:11.000Z,42010a2a010000d101384a000008520000,10,peerlessTotalsMarket,298,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 298, 'spreadPoints': 465, 'homeOdds': 19000, 'awayOdds': 21000, 'opCode': '42010a2a010000d101384a000008520000'}",465,19000,21000
49,True,True,f32165689b0f6dc6bb58b7daf1d8a9dae7fba375d552a47b166ac2bb8eb7c8e5,812069,2019-09-07T17:57:21.000Z,42010a33010000b801c84b000014500000,10,peerlessTotalsMarket,307,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 307, 'spreadPoints': 440, 'homeOdds': 19400, 'awayOdds': 20500, 'opCode': '42010a33010000b801c84b000014500000'}",440,19400,20500
50,True,True,43d0768c006f2f515ab9cdf4f2153efd8e83a8ee63bf2bc6f46e46a24dc69aaf,812224,2019-09-07T20:26:38.000Z,42010a2801000000000000000000000000,10,peerlessTotalsMarket,296,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 296, 'spreadPoints': 0, 'homeOdds': 0, 'awayOdds': 0, 'opCode': '42010a2801000000000000000000000000'}",0,0,0
51,True,True,02c77f5d69e9f196711068006e4346cae2d1fa265d8d9da0ad4ff5ea4ed21e65,812243,2019-09-07T20:49:59.000Z,42010a2b0100009001a8480000fc530000,10,peerlessTotalsMarket,299,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 299, 'spreadPoints': 400, 'homeOdds': 18600, 'awayOdds': 21500, 'opCode': '42010a2b0100009001a8480000fc530000'}",400,18600,21500
52,True,True,99d3bb5663c2ffbc7f9fcf4e501cca57cfa7dc027f4324991db15684b7754237,812259,2019-09-07T21:01:05.000Z,42010a2b0100009001e047000028550000,10,peerlessTotalsMarket,299,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 299, 'spreadPoints': 400, 'homeOdds': 18400, 'awayOdds': 21800, 'opCode': '42010a2b0100009001e047000028550000'}",400,18400,21800
53,True,True,19412b11abe4b7e14f02e5c7ce24800547b95f580a0dce1a44431f24a330d6d8,812300,2019-09-07T21:42:32.000Z,42010a36010000c201904c00004c4f0000,10,peerlessTotalsMarket,310,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 310, 'spreadPoints': 450, 'homeOdds': 19600, 'awayOdds': 20300, 'opCode': '42010a36010000c201904c00004c4f0000'}",450,19600,20300
54,True,True,4cdaef15132a7fc7e4e76f1e54660e061224db28e73181d4469f4b4992f1cbb3,812340,2019-09-07T22:16:56.000Z,42010a27010000bd01584d0000844e0000,10,peerlessTotalsMarket,295,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 295, 'spreadPoints': 445, 'homeOdds': 19800, 'awayOdds': 20100, 'opCode': '42010a27010000bd01584d0000844e0000'}",445,19800,20100
55,True,True,38528b797b7d683a279cc0f8041e88a9e2410d131fb63dc31831b4528c17ce2f,812340,2019-09-07T22:16:56.000Z,42010a27010000bd01204e0000bc4d0000,10,peerlessTotalsMarket,295,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 295, 'spreadPoints': 445, 'homeOdds': 20000, 'awayOdds': 19900, 'opCode': '42010a27010000bd01204e0000bc4d0000'}",445,20000,19900
56,True,True,a4e550c0821bdd78ac14f66bf3969a3a2b87837ae2a229987e292353d192bdc7,812340,2019-09-07T22:16:56.000Z,42010a38010000ea01b04f00002c4c0000,10,peerlessTotalsMarket,312,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 312, 'spreadPoints': 490, 'homeOdds': 20400, 'awayOdds': 19500, 'opCode': '42010a38010000ea01b04f00002c4c0000'}",490,20400,19500
57,True,True,bd17f80faeae20bb7c845ab602915173febe8534616f7c5f59ac33758e2743dd,812393,2019-09-07T23:14:42.000Z,42010a470100000d0278500000c84b0000,10,peerlessTotalsMarket,327,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 327, 'spreadPoints': 525, 'homeOdds': 20600, 'awayOdds': 19400, 'opCode': '42010a470100000d0278500000c84b0000'}",525,20600,19400
58,True,True,201d5febbdd1c0c6717488d93fb97ba5a198b0033c63239c2f31c8a58fc46146,812471,2019-09-08T00:31:10.000Z,42010a37010000f4019c4a0000a4510000,10,peerlessTotalsMarket,311,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 311, 'spreadPoints': 500, 'homeOdds': 19100, 'awayOdds': 20900, 'opCode': '42010a37010000f4019c4a0000a4510000'}",500,19100,20900
59,True,True,877a244b71a1ffe28535bde9f369c0c4b0db2f4de5b564bd489738b0ffb58ad6,812534,2019-09-08T01:36:14.000Z,42010a2b01000090010c49000098530000,10,peerlessTotalsMarket,299,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 299, 'spreadPoints': 400, 'homeOdds': 18700, 'awayOdds': 21400, 'opCode': '42010a2b01000090010c49000098530000'}",400,18700,21400
60,True,True,8906cba7497499ebadf4d497b8722033a73d4bd0b224f053609a0ae70b47ee96,812578,2019-09-08T02:19:21.000Z,42010a48010000a401004b0000dc500000,10,peerlessTotalsMarket,328,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 328, 'spreadPoints': 420, 'homeOdds': 19200, 'awayOdds': 20700, 'opCode': '42010a48010000a401004b0000dc500000'}",420,19200,20700
