,matched,visibility,txId,blockHeight,createdAt,opCode,type,txType,eventId,opObject,points,overOdds,underOdds
176,True,True,16b96d88f667d7a3befa9c71d70bd31173a35cfe30b89f22851dac692d579614,820652,2019-09-13T17:34:18.000Z,42010aa20100005d0278500000644b0000,10,peerlessTotalsMarket,418,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 418, 'spreadPoints': 605, 'homeOdds': 20600, 'awayOdds': 19300, 'opCode': '42010aa20100005d0278500000644b0000'}",605,20600,19300
177,True,True,a0090e61cd9571d0e99ba9437a5f22bdd748fd2e1d6770e72ddc2d1554693ef1,820652,2019-09-13T17:34:18.000Z,42010aab0100000302c84b000014500000,10,peerlessTotalsMarket,427,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 427, 'spreadPoints': 515, 'homeOdds': 19400, 'awayOdds': 20500, 'opCode': '42010aab0100000302c84b000014500000'}",515,19400,20500
178,True,True,f084e1fe1bac39c7de7962cdd260d1b708f2077ac18f03aade506a84fc316c2c,820652,2019-09-13T17:34:18.000Z,42010aa0010000a901b04f00002c4c0000,10,peerlessTotalsMarket,416,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 416, 'spreadPoints': 425, 'homeOdds': 20400, 'awayOdds': 19500, 'opCode': '42010aa0010000a901b04f00002c4c0000'}",425,20400,19500
179,True,True,6a7720fb2c719ac77f7cff00554f07af8e759d4a76c8179399be668dbe458c70,820652,2019-09-13T17:34:18.000Z,42010aa4010000530240510000004b0000,10,peerlessTotalsMarket,420,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 420, 'spreadPoints': 595, 'homeOdds': 20800, 'awayOdds': 19200, 'opCode': '42010aa4010000530240510000004b0000'}",595,20800,19200
180,True,True,164c9b25f8ffdda76ab46fe5639fd0de8e0ac6699d9230918e93759c4d3e7756,820652,2019-09-13T17:34:18.000Z,42010a9e0100005d02dc500000644b0000,10,peerlessTotalsMarket,414,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 414, 'spreadPoints': 605, 'homeOdds': 20700, 'awayOdds': 19300, 'opCode': '42010a9e0100005d02dc500000644b0000'}",605,20700,19300
181,True,True,11a830a2edcd71873711340c0215dcba09448eeb700aa44a73b7ee962bbb73d0,820652,2019-09-13T17:34:18.000Z,42010ab00100006202004b000040510000,10,peerlessTotalsMarket,432,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 432, 'spreadPoints': 610, 'homeOdds': 19200, 'awayOdds': 20800, 'opCode': '42010ab00100006202004b000040510000'}",610,19200,20800
182,True,True,8e731380ab26791d2c0422567d35a893113fd02cd2f12a7c20ef15b108e6bcfe,820652,2019-09-13T17:34:18.000Z,42010aac010000df02644b0000dc500000,10,peerlessTotalsMarket,428,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 428, 'spreadPoints': 735, 'homeOdds': 19300, 'awayOdds': 20700, 'opCode': '42010aac010000df02644b0000dc500000'}",735,19300,20700
183,True,True,7b95ca7d3efd9402d6d0b80f17a3b7300b2d9c9c0a4c9ed92bdc4c6e3213aeab,820652,2019-09-13T17:34:18.000Z,42010aa80100007602c84b000078500000,10,peerlessTotalsMarket,424,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 424, 'spreadPoints': 630, 'homeOdds': 19400, 'awayOdds': 20600, 'opCode': '42010aa80100007602c84b000078500000'}",630,19400,20600
184,True,True,e9dd2006d06c25d151abbbb0216c7f5b857a160ba53fb519f6f71446dc3875b3,820652,2019-09-13T17:34:18.000Z,42010ab3010000f901c84b000078500000,10,peerlessTotalsMarket,435,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 435, 'spreadPoints': 505, 'homeOdds': 19400, 'awayOdds': 20600, 'opCode': '42010ab3010000f901c84b000078500000'}",505,19400,20600
185,True,True,6ff836fafc2de89a80288bece74e77d6649ba4a2b47b00f43c66eca6983aeb32,820652,2019-09-13T17:34:18.000Z,42010aaf010000ea01c84b000078500000,10,peerlessTotalsMarket,431,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 431, 'spreadPoints': 490, 'homeOdds': 19400, 'awayOdds': 20600, 'opCode': '42010aaf010000ea01c84b000078500000'}",490,19400,20600
186,True,True,85607dc5189a02682487925041cb6dd6ccf8a5f8476a7d059b19e8b64bd2545c,820652,2019-09-13T17:34:18.000Z,42010aa50100008002644b0000dc500000,10,peerlessTotalsMarket,421,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 421, 'spreadPoints': 640, 'homeOdds': 19300, 'awayOdds': 20700, 'opCode': '42010aa50100008002644b0000dc500000'}",640,19300,20700
187,True,True,9ec909e765c7bb0b6498ebd6dd91b724d88af473bb1016aade63f9ee0714b397,820652,2019-09-13T17:34:18.000Z,42010a9f010000d502dc500000004b0000,10,peerlessTotalsMarket,415,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 415, 'spreadPoints': 725, 'homeOdds': 20700, 'awayOdds': 19200, 'opCode': '42010a9f010000d502dc500000004b0000'}",725,20700,19200
188,True,True,6d9c834d3316462d8d1d72780bc68d504172b526c6ad40ced6cf4c160c2b7812,820652,2019-09-13T17:34:18.000Z,42010aa60100003a02004b0000dc500000,10,peerlessTotalsMarket,422,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 422, 'spreadPoints': 570, 'homeOdds': 19200, 'awayOdds': 20700, 'opCode': '42010aa60100003a02004b0000dc500000'}",570,19200,20700
189,True,True,b2422e8ae4dd7814886fe5b994446b5341d8d66bc9103a297533a5f80a3831fc,820652,2019-09-13T17:34:18.000Z,42010aa7010000ea012c4c0000b04f0000,10,peerlessTotalsMarket,423,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 423, 'spreadPoints': 490, 'homeOdds': 19500, 'awayOdds': 20400, 'opCode': '42010aa7010000ea012c4c0000b04f0000'}",490,19500,20400
190,True,True,d7ce4c721fa19d4b9db163e877fb6fd65b6988622b460393a09b7e5e1694e9d8,820652,2019-09-13T17:34:18.000Z,42010aa10100008a0240510000004b0000,10,peerlessTotalsMarket,417,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 417, 'spreadPoints': 650, 'homeOdds': 20800, 'awayOdds': 19200, 'opCode': '42010aa10100008a0240510000004b0000'}",650,20800,19200
191,True,True,7a7b3a56e2df9b0c308e3a018e7b78c7854c153d9f4d1a7c7a18bd80dbcde225,820652,2019-09-13T17:34:18.000Z,42010aa3010000f901c84b000014500000,10,peerlessTotalsMarket,419,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 419, 'spreadPoints': 505, 'homeOdds': 19400, 'awayOdds': 20500, 'opCode': '42010aa3010000f901c84b000014500000'}",505,19400,20500
192,True,True,90ede2dd6cdfd929a37f2bbe040a52f37a765682830257a9655c28c8f0228b78,820654,2019-09-13T17:35:48.000Z,42010aae0100008a02dc500000004b0000,10,peerlessTotalsMarket,430,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 430, 'spreadPoints': 650, 'homeOdds': 20700, 'awayOdds': 19200, 'opCode': '42010aae0100008a02dc500000004b0000'}",650,20700,19200
193,True,True,204f3aea72e12e820d733584864c65b3a4bb72c3bd18ab5f6dab707b0e614dbc,820654,2019-09-13T17:35:48.000Z,42010ab2010000ae0114500000c84b0000,10,peerlessTotalsMarket,434,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 434, 'spreadPoints': 430, 'homeOdds': 20500, 'awayOdds': 19400, 'opCode': '42010ab2010000ae0114500000c84b0000'}",430,20500,19400
194,True,True,bec76718da808f7cc9950a2bd247b3bd40090885e6d88a501f2aecf3a6e74b72,820654,2019-09-13T17:35:48.000Z,42010ac20100009402644b000078500000,10,peerlessTotalsMarket,450,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 450, 'spreadPoints': 660, 'homeOdds': 19300, 'awayOdds': 20600, 'opCode': '42010ac20100009402644b000078500000'}",660,19300,20600
195,True,True,fa6743373e8efd03a0c81944e8585280d5c93ef3279ca481bfb0af0d960634b1,820654,2019-09-13T17:35:48.000Z,42010ac00100000802dc500000004b0000,10,peerlessTotalsMarket,448,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 448, 'spreadPoints': 520, 'homeOdds': 20700, 'awayOdds': 19200, 'opCode': '42010ac00100000802dc500000004b0000'}",520,20700,19200
196,True,True,16d1e28c84b389163bcdecbef07a25eb63c5576659ef267fd26850f21c97bf64,820654,2019-09-13T17:35:48.000Z,42010aa9010000030240510000004b0000,10,peerlessTotalsMarket,425,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 425, 'spreadPoints': 515, 'homeOdds': 20800, 'awayOdds': 19200, 'opCode': '42010aa9010000030240510000004b0000'}",515,20800,19200
197,True,True,60be3cb39c281471e728961d97466689799a79d9bfa571a433bf49d4d1f2db86,820654,2019-09-13T17:35:48.000Z,42010aaa010000b801644b0000dc500000,10,peerlessTotalsMarket,426,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 426, 'spreadPoints': 440, 'homeOdds': 19300, 'awayOdds': 20700, 'opCode': '42010aaa010000b801644b0000dc500000'}",440,19300,20700
198,True,True,720d4a3a0a8c4e252dade9d8eeb79a854dc378e3b3af43c34708c3cac95c83e2,820654,2019-09-13T17:35:48.000Z,42010ab101000044029c4a000040510000,10,peerlessTotalsMarket,433,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 433, 'spreadPoints': 580, 'homeOdds': 19100, 'awayOdds': 20800, 'opCode': '42010ab101000044029c4a000040510000'}",580,19100,20800
199,True,True,1ab72ceee45b56e3e4267ebaa463db13665891847168476026fcfd356632ba30,820654,2019-09-13T17:35:48.000Z,42010ab80100009402644b000078500000,10,peerlessTotalsMarket,440,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 440, 'spreadPoints': 660, 'homeOdds': 19300, 'awayOdds': 20600, 'opCode': '42010ab80100009402644b000078500000'}",660,19300,20600
200,True,True,d95825587aca9631c3703bcb7813a8799238371d23fb29415f61382aadab914b,820654,2019-09-13T17:35:48.000Z,42010ac10100002b0278500000644b0000,10,peerlessTotalsMarket,449,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 449, 'spreadPoints': 555, 'homeOdds': 20600, 'awayOdds': 19300, 'opCode': '42010ac10100002b0278500000644b0000'}",555,20600,19300
201,True,True,ba9c213fb4136b1efda2f2814ba31340394fadb0c2e87f34c262a4ffca238391,820654,2019-09-13T17:35:48.000Z,42010aad0100003502dc500000004b0000,10,peerlessTotalsMarket,429,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 429, 'spreadPoints': 565, 'homeOdds': 20700, 'awayOdds': 19200, 'opCode': '42010aad0100003502dc500000004b0000'}",565,20700,19200
202,True,True,cd39c7abace76203bfb11020839fc5d9c577f54e9fdecbe735cbbe60f26e7cc7,820654,2019-09-13T17:35:48.000Z,42010ab5010000e001644b000078500000,10,peerlessTotalsMarket,437,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 437, 'spreadPoints': 480, 'homeOdds': 19300, 'awayOdds': 20600, 'opCode': '42010ab5010000e001644b000078500000'}",480,19300,20600
203,True,True,3ef0ac584168fdfdda8350b14184ef4af4a95f9c036d020277ee54b2b667059e,820654,2019-09-13T17:35:48.000Z,42010ab40100007602c84b000014500000,10,peerlessTotalsMarket,436,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 436, 'spreadPoints': 630, 'homeOdds': 19400, 'awayOdds': 20500, 'opCode': '42010ab40100007602c84b000014500000'}",630,19400,20500
204,True,True,302bc183fcb2a058ee9a7bd9448257d2722996a84c841330de823dbd94e2c859,820654,2019-09-13T17:35:48.000Z,42010ab90100001c0278500000c84b0000,10,peerlessTotalsMarket,441,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 441, 'spreadPoints': 540, 'homeOdds': 20600, 'awayOdds': 19400, 'opCode': '42010ab90100001c0278500000c84b0000'}",540,20600,19400
205,True,True,eaa75511ae8114294ef3dbb2cddf1b3d2ae8f9bd3140396336171030f6386380,820654,2019-09-13T17:35:48.000Z,42010abf010000c701c84b000014500000,10,peerlessTotalsMarket,447,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 447, 'spreadPoints': 455, 'homeOdds': 19400, 'awayOdds': 20500, 'opCode': '42010abf010000c701c84b000014500000'}",455,19400,20500
206,True,True,abd49b237c29a3cc24869606fb692db180dac88b98e70ced36d64459933d32e8,820654,2019-09-13T17:35:48.000Z,42010abd0100001702644b000078500000,10,peerlessTotalsMarket,445,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 445, 'spreadPoints': 535, 'homeOdds': 19300, 'awayOdds': 20600, 'opCode': '42010abd0100001702644b000078500000'}",535,19300,20600
207,True,True,89edd2d7d468872300e372838a59a1c39465a1d75c5733a930476caac93aeaca,820654,2019-09-13T17:35:48.000Z,42010ab60100001c02b04f00002c4c0000,10,peerlessTotalsMarket,438,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 438, 'spreadPoints': 540, 'homeOdds': 20400, 'awayOdds': 19500, 'opCode': '42010ab60100001c02b04f00002c4c0000'}",540,20400,19500
208,True,True,f32271bb31d4a0d4cc262ecd00bd4e31746f2ab7f4832f0e3bb9542a5a98d24d,820656,2019-09-13T17:36:26.000Z,42010acb0100003a02dc500000644b0000,10,peerlessTotalsMarket,459,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 459, 'spreadPoints': 570, 'homeOdds': 20700, 'awayOdds': 19300, 'opCode': '42010acb0100003a02dc500000644b0000'}",570,20700,19300
209,True,True,e63ee85679e44b367f1f88e2e2b53b93f090811fbc366699c668074e9e1f7ed8,820656,2019-09-13T17:36:26.000Z,42010ab7010000ea012c4c000014500000,10,peerlessTotalsMarket,439,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 439, 'spreadPoints': 490, 'homeOdds': 19500, 'awayOdds': 20500, 'opCode': '42010ab7010000ea012c4c000014500000'}",490,19500,20500
210,True,True,f54071836f4aac3f5315632278534db8553a0fe9c6183af568decf7ccfc543c7,820656,2019-09-13T17:36:26.000Z,42010ac90100001702644b0000dc500000,10,peerlessTotalsMarket,457,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 457, 'spreadPoints': 535, 'homeOdds': 19300, 'awayOdds': 20700, 'opCode': '42010ac90100001702644b0000dc500000'}",535,19300,20700
211,True,True,7d164be4bdc7dcec5ff374473422cbd4b8ce6a51338767355d0194d22a01d5f0,820656,2019-09-13T17:36:26.000Z,42010a9f010000d50278500000c84b0000,10,peerlessTotalsMarket,415,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 415, 'spreadPoints': 725, 'homeOdds': 20600, 'awayOdds': 19400, 'opCode': '42010a9f010000d50278500000c84b0000'}",725,20600,19400
212,True,True,80ec9254efcc322bc209517372bd304be0098c0e454619f4695b07433005e1a3,820656,2019-09-13T17:36:26.000Z,42010ac3010000440214500000c84b0000,10,peerlessTotalsMarket,451,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 451, 'spreadPoints': 580, 'homeOdds': 20500, 'awayOdds': 19400, 'opCode': '42010ac3010000440214500000c84b0000'}",580,20500,19400
213,True,True,da9a8ce59a955c96373be12b3d660842f8fb76e5906a659ac4ecf35f4a83f91f,820656,2019-09-13T17:36:26.000Z,42010aba0100000d02644b000078500000,10,peerlessTotalsMarket,442,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 442, 'spreadPoints': 525, 'homeOdds': 19300, 'awayOdds': 20600, 'opCode': '42010aba0100000d02644b000078500000'}",525,19300,20600
214,True,True,c434a7262ba6c837d6d765ae7c8517283587572b7c31c940b254aa2238f3b387,820656,2019-09-13T17:36:26.000Z,42010abb0100007b029c4a000040510000,10,peerlessTotalsMarket,443,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 443, 'spreadPoints': 635, 'homeOdds': 19100, 'awayOdds': 20800, 'opCode': '42010abb0100007b029c4a000040510000'}",635,19100,20800
215,True,True,781215e3e3025678d6e14b44405ff877a0bebf453004bed8055be6a02d6fd86b,820656,2019-09-13T17:36:26.000Z,42010ac40100002602644b0000dc500000,10,peerlessTotalsMarket,452,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 452, 'spreadPoints': 550, 'homeOdds': 19300, 'awayOdds': 20700, 'opCode': '42010ac40100002602644b0000dc500000'}",550,19300,20700
216,True,True,38d5152b28d459614680e205f567ceac0d811e0557fde0f6fdcb4646c44c1709,820656,2019-09-13T17:36:26.000Z,42010ac70100003002dc500000644b0000,10,peerlessTotalsMarket,455,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 455, 'spreadPoints': 560, 'homeOdds': 20700, 'awayOdds': 19300, 'opCode': '42010ac70100003002dc500000644b0000'}",560,20700,19300
217,True,True,196b059db4407ab2174559eb1d8cb9c9b8c4363abf4c3ba7e16f8e04e1939f0a,820656,2019-09-13T17:36:26.000Z,42010abe0100006702004b0000dc500000,10,peerlessTotalsMarket,446,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 446, 'spreadPoints': 615, 'homeOdds': 19200, 'awayOdds': 20700, 'opCode': '42010abe0100006702004b0000dc500000'}",615,19200,20700
218,True,True,0835899016c50d56013d1e2368d50c259025f7b97f9669b136da3c26889624cd,820656,2019-09-13T17:36:26.000Z,42010aca010000c60278500000644b0000,10,peerlessTotalsMarket,458,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 458, 'spreadPoints': 710, 'homeOdds': 20600, 'awayOdds': 19300, 'opCode': '42010aca010000c60278500000644b0000'}",710,20600,19300
219,True,True,1105e8e9efe99309669fb496eb4950575bb3c599d40b56292560d4daad284868,820656,2019-09-13T17:36:26.000Z,42010ac80100000302145000002c4c0000,10,peerlessTotalsMarket,456,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 456, 'spreadPoints': 515, 'homeOdds': 20500, 'awayOdds': 19500, 'opCode': '42010ac80100000302145000002c4c0000'}",515,20500,19500
220,True,True,dad9a210f8f0d832979a67b7a5476239cfc99576aba6a8ec27b1edc32bcf5463,820656,2019-09-13T17:36:26.000Z,42010acd010000c701145000002c4c0000,10,peerlessTotalsMarket,461,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 461, 'spreadPoints': 455, 'homeOdds': 20500, 'awayOdds': 19500, 'opCode': '42010acd010000c701145000002c4c0000'}",455,20500,19500
221,True,True,6320265f1dce49242d5db14ebc4f48d0612c407d662c91fbb2270037f4a09d78,820656,2019-09-13T17:36:26.000Z,42010acc010000fd0214500000c84b0000,10,peerlessTotalsMarket,460,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 460, 'spreadPoints': 765, 'homeOdds': 20500, 'awayOdds': 19400, 'opCode': '42010acc010000fd0214500000c84b0000'}",765,20500,19400
222,True,True,01f345d94f2bd1950fc2e0ad212a86a7ebcec8f60f251c5e958067d1b014e2f0,820656,2019-09-13T17:36:26.000Z,42010ac5010000ea01a45100009c4a0000,10,peerlessTotalsMarket,453,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 453, 'spreadPoints': 490, 'homeOdds': 20900, 'awayOdds': 19100, 'opCode': '42010ac5010000ea01a45100009c4a0000'}",490,20900,19100
223,True,True,4d0f10093acf2ceae2773d7214b32c9c62861181ec81369a13f409d367d9e065,820656,2019-09-13T17:36:26.000Z,42010abc0100005302405100009c4a0000,10,peerlessTotalsMarket,444,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 444, 'spreadPoints': 595, 'homeOdds': 20800, 'awayOdds': 19100, 'opCode': '42010abc0100005302405100009c4a0000'}",595,20800,19100
224,True,True,aaf69e78eb80f8c902cc57d3bfb1f66b49f3ff5dffb9066ad786e7d4945a6259,820658,2019-09-13T17:39:06.000Z,42010aa3010000f901384a000008520000,10,peerlessTotalsMarket,419,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 419, 'spreadPoints': 505, 'homeOdds': 19000, 'awayOdds': 21000, 'opCode': '42010aa3010000f901384a000008520000'}",505,19000,21000
225,True,True,86a514578ed67c67f3e3662b0cf29b78d55750f196dc2c0396195978bc59a9b8,820696,2019-09-13T18:18:52.000Z,42010a9e0100005d0208520000384a0000,10,peerlessTotalsMarket,414,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 414, 'spreadPoints': 605, 'homeOdds': 21000, 'awayOdds': 19000, 'opCode': '42010a9e0100005d0208520000384a0000'}",605,21000,19000
226,True,True,fd92bdb156259c52e8c4f17cfc564ed1be412e304d150908e18ec70a11d35b01,820722,2019-09-13T18:51:17.000Z,42010aaa010000b8019c4a0000a4510000,10,peerlessTotalsMarket,426,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 426, 'spreadPoints': 440, 'homeOdds': 19100, 'awayOdds': 20900, 'opCode': '42010aaa010000b8019c4a0000a4510000'}",440,19100,20900
227,True,True,e59b91f81d1f8089a4512512aa865e7f8fafd9ff79e354278bce7c88d9f17eba,820727,2019-09-13T19:01:02.000Z,42010a9c010000e0013453000070490000,10,peerlessTotalsMarket,412,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 412, 'spreadPoints': 480, 'homeOdds': 21300, 'awayOdds': 18800, 'opCode': '42010a9c010000e0013453000070490000'}",480,21300,18800
228,True,True,3ac49d4a3e9a404e543fa4fa998f35411493075bedcb2a568c830a76b2a4c808,820753,2019-09-13T19:23:12.000Z,42010aaa010000b801a8480000fc530000,10,peerlessTotalsMarket,426,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 426, 'spreadPoints': 440, 'homeOdds': 18600, 'awayOdds': 21500, 'opCode': '42010aaa010000b801a8480000fc530000'}",440,18600,21500
229,True,True,3ec64b726655847af4642abb4a1a2dff204027d91338df9dbda8fe9638f6ad0d,820783,2019-09-13T19:50:35.000Z,42010a95010000b3012c4c0000b04f0000,10,peerlessTotalsMarket,405,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 405, 'spreadPoints': 435, 'homeOdds': 19500, 'awayOdds': 20400, 'opCode': '42010a95010000b3012c4c0000b04f0000'}",435,19500,20400
230,True,True,7c0bb6c8498269719ffe456e02e15d310f2734caaaef6514030515e4fd1a5070,820785,2019-09-13T19:53:41.000Z,42010ab90100001c02985300000c490000,10,peerlessTotalsMarket,441,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 441, 'spreadPoints': 540, 'homeOdds': 21400, 'awayOdds': 18700, 'opCode': '42010ab90100001c02985300000c490000'}",540,21400,18700
231,True,True,167c9cec8e523e5c0575f9d2ca14dda1c519135e31c3828dc7a8ca260fed3ba6,820797,2019-09-13T20:09:12.000Z,42010ab60100001c0278500000644b0000,10,peerlessTotalsMarket,438,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 438, 'spreadPoints': 540, 'homeOdds': 20600, 'awayOdds': 19300, 'opCode': '42010ab60100001c0278500000644b0000'}",540,20600,19300
232,True,True,2d957328fb19dd06f33f6363571afa1bc3b05da1388e56ec3614fa811d4f16f8,820797,2019-09-13T20:09:12.000Z,42010a96010000bd01204e0000bc4d0000,10,peerlessTotalsMarket,406,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 406, 'spreadPoints': 445, 'homeOdds': 20000, 'awayOdds': 19900, 'opCode': '42010a96010000bd01204e0000bc4d0000'}",445,20000,19900
233,True,True,655a310238d51bb2fb5e06e2f82a6502f0a50f6a61bb655d82f7bc9f456e4d08,820799,2019-09-13T20:13:54.000Z,42010ac10100002b02a45100009c4a0000,10,peerlessTotalsMarket,449,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 449, 'spreadPoints': 555, 'homeOdds': 20900, 'awayOdds': 19100, 'opCode': '42010ac10100002b02a45100009c4a0000'}",555,20900,19100
234,True,True,a5003317310ab70a48afdea299eb9c0616f16de0b723dfcf401d058881f6eee3,820799,2019-09-13T20:13:54.000Z,42010ace0100001c0214500000c84b0000,10,peerlessTotalsMarket,462,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 462, 'spreadPoints': 540, 'homeOdds': 20500, 'awayOdds': 19400, 'opCode': '42010ace0100001c0214500000c84b0000'}",540,20500,19400
235,True,True,ce5c996b1326867204778c4a5f773be584b7ab5580f4f47beae1b9b519a9fd14,820803,2019-09-13T20:16:27.000Z,42010ab00100006202c84b000014500000,10,peerlessTotalsMarket,432,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 432, 'spreadPoints': 610, 'homeOdds': 19400, 'awayOdds': 20500, 'opCode': '42010ab00100006202c84b000014500000'}",610,19400,20500
236,True,True,7bc709d881fbf7cbc0389cc2af1fbb8e3d82fa0a99f2dfc93cca5e26300c9cf1,820804,2019-09-13T20:17:08.000Z,42010ab5010000e0012c4c000014500000,10,peerlessTotalsMarket,437,"{'prefix': 'B', 'version': 1, 'type': 10, 'txType': 'peerlessTotalsMarket', 'eventId': 437, 'spreadPoints': 480, 'homeOdds': 19500, 'awayOdds': 20500, 'opCode': '42010ab5010000e0012c4c000014500000'}",480,19500,20500
