,date,totalLiquidityUSD,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker Buy Base Asset Volume,Taker Buy Quote Asset Volume,Ignore
286,2020-11-20,1386094075.38,0.803,0.95700000,0.79200000,0.85700000,43424170.52300000,1605916799999.0,38235025.60135200,103869.0,22048218.35700000,19434354.23709900,0
287,2020-11-21,1375064136.85,0.857,0.89700000,0.79000000,0.85300000,29771384.00600000,1606003199999.0,25254987.15811500,65743.0,14634680.87900000,12424032.60795800,0
288,2020-11-22,1353368261.34,0.853,0.87300000,0.69200000,0.74600000,38280306.50600000,1606089599999.0,29240433.95257300,75833.0,19834187.86100000,15125965.89700400,0
289,2020-11-23,1387800899.27,0.747,0.80400000,0.71300000,0.74200000,22896240.28600000,1606175999999.0,17301144.05819600,43291.0,10768311.16900000,8154167.70184600,0
290,2020-11-24,1411642840.07,0.742,0.79600000,0.65900000,0.68600000,30052312.09200000,1606262399999.0,21996757.15839000,56970.0,14279335.06700000,10490617.03952100,0
291,2020-11-25,1405422194.91,0.685,0.75700000,0.62500000,0.64100000,28714206.24100000,1606348799999.0,20043787.03833700,54537.0,14922440.09600000,10448074.63894000,0
292,2020-11-26,1333131244.47,0.641,0.66300000,0.48500000,0.59400000,40674814.89700000,1606435199999.0,22365269.05509800,68725.0,19860962.78200000,10938609.80389100,0
293,2020-11-27,1345444306.67,0.594,0.64400000,0.54300000,0.64100000,32229365.12700000,1606521599999.0,19189472.66683400,52418.0,16546711.14300000,9864691.75381100,0
294,2020-11-28,1380580550.25,0.642,0.65000000,0.58700000,0.60800000,16301688.32900000,1606607999999.0,10092915.87743900,27534.0,7560350.03700000,4686475.89442200,0
295,2020-11-29,1399118475.85,0.609,0.68800000,0.59200000,0.65600000,20651298.92400000,1606694399999.0,13275964.29041400,42854.0,10474841.72600000,6754012.26831900,0
296,2020-11-30,1429855491.35,0.656,0.73000000,0.65600000,0.67500000,21513399.26800000,1606780799999.0,14767085.12577900,41507.0,10470046.52500000,7196974.49184100,0
297,2020-12-01,1384705329.06,0.675,0.76000000,0.62800000,0.67900000,36225948.79100000,1606867199999.0,25116170.48928700,61335.0,18149024.31900000,12594844.59251200,0
298,2020-12-02,1411115171.64,0.68,0.81900000,0.66000000,0.80100000,38982203.57800000,1606953599999.0,29419919.38550000,67668.0,19909248.31500000,15044619.12519800,0
299,2020-12-03,1457977932.22,0.8,0.85800000,0.76700000,0.82900000,28159590.92800000,1607039999999.0,23249324.68977200,56568.0,14559228.60800000,12039407.39799200,0
300,2020-12-04,1470324605.91,0.829,0.83500000,0.66800000,0.68500000,27374746.17500000,1607126399999.0,20508573.77905200,51204.0,12180268.56800000,9127573.52374100,0
301,2020-12-05,1478173518.56,0.684,0.74200000,0.66800000,0.74100000,20276840.35500000,1607212799999.0,14438107.06570900,31919.0,9570432.35200000,6821477.37862100,0
302,2020-12-06,1493719255.71,0.741,0.74800000,0.67000000,0.70200000,14865944.36500000,1607299199999.0,10449611.53066500,22929.0,6883996.09800000,4843818.87181200,0
303,2020-12-07,1516324754.52,0.703,0.74400000,0.68400000,0.70800000,16346766.23200000,1607385599999.0,11718528.81124900,28122.0,8287610.04100000,5956000.16114000,0
304,2020-12-08,1456571256.4,0.707,0.71100000,0.58800000,0.60900000,24097833.37700000,1607471999999.0,15715481.05619000,34159.0,10728311.56400000,6990270.91161400,0
305,2020-12-09,1461793052.07,0.608,0.64200000,0.56200000,0.63300000,18630383.30400000,1607558399999.0,11421891.33784700,26009.0,9075645.63400000,5573159.24445500,0
306,2020-12-10,1432758867.27,0.634,0.64200000,0.58100000,0.59900000,11462829.04000000,1607644799999.0,7005797.54207800,16108.0,5266706.91800000,3221481.87202000,0
307,2020-12-11,1423524758.85,0.601,0.60300000,0.53500000,0.55700000,16579977.92100000,1607731199999.0,9294402.71980600,21772.0,7802584.00500000,4375682.18954800,0
308,2020-12-12,1450624957.04,0.557,0.59900000,0.55600000,0.59100000,10849015.18600000,1607817599999.0,6309153.61728500,15749.0,5484965.91500000,3189604.46345800,0
309,2020-12-13,1476409115.0,0.592,0.63700000,0.57600000,0.61700000,12983066.50500000,1607903999999.0,7950392.00717900,19110.0,6146256.43400000,3763560.73339100,0
310,2020-12-14,1476976570.62,0.616,0.64300000,0.59200000,0.63800000,11328017.43000000,1607990399999.0,6975959.01939400,15844.0,5504051.95300000,3399476.35516300,0
311,2020-12-15,1499640323.98,0.638,0.67200000,0.62200000,0.62800000,14067958.96500000,1608076799999.0,8973619.53321300,21121.0,6608654.23900000,4219917.07338700,0
312,2020-12-16,1406211095.45,0.629,0.65300000,0.59500000,0.65100000,13327715.74100000,1608163199999.0,8330625.55339000,21306.0,5933683.51700000,3714771.70292900,0
313,2020-12-17,1420283525.43,0.651,0.68700000,0.61400000,0.65500000,21989991.09900000,1608249599999.0,14310015.63872600,33594.0,11093876.49900000,7230931.51446500,0
314,2020-12-18,1399632368.75,0.655,0.65600000,0.62100000,0.64500000,11930097.16500000,1608335999999.0,7623377.16819700,18445.0,5420211.32000000,3469171.57853200,0
315,2020-12-19,1440474689.26,0.644,0.70000000,0.63900000,0.66400000,14065833.29500000,1608422399999.0,9468176.83910600,23373.0,7361632.69700000,4957088.06544100,0
316,2020-12-20,1441008760.72,0.665,0.66700000,0.60700000,0.61600000,13320732.48200000,1608508799999.0,8538331.74601800,20455.0,5870006.61500000,3764202.42765600,0
317,2020-12-21,1429078576.9,0.616,0.62900000,0.54000000,0.55800000,16335309.99100000,1608595199999.0,9382046.54662800,23232.0,7681954.45300000,4409235.02371800,0
318,2020-12-22,1432124386.63,0.558,0.57100000,0.50900000,0.55800000,14871269.31900000,1608681599999.0,8108760.55881300,20903.0,7242870.48500000,3953157.76978800,0
319,2020-12-23,1432124386.63,0.558,0.57000000,0.38500000,0.42000000,25213644.63500000,1608767999999.0,12069267.46975700,37041.0,11276087.09200000,5417268.27269000,0
320,2020-12-24,1436486062.03,0.42,0.48100000,0.40700000,0.47900000,18048611.90500000,1608854399999.0,7928011.41051500,23710.0,8782421.28000000,3867091.27756700,0
321,2020-12-25,1443643347.37,0.478,0.53700000,0.46300000,0.48900000,24514246.20300000,1608940799999.0,12051103.05270700,32087.0,12648479.75700000,6215662.77197600,0
322,2020-12-26,1516283655.26,0.489,0.49300000,0.44800000,0.47000000,10484901.73700000,1609027199999.0,4955853.33642400,15760.0,4976165.92800000,2355355.69746300,0
323,2020-12-27,1474147446.39,0.471,0.51600000,0.43800000,0.47200000,17768087.03200000,1609113599999.0,8545794.97555500,25418.0,8605225.38700000,4138202.00829300,0
324,2020-12-28,1487281396.95,0.473,0.52400000,0.46800000,0.49800000,13469577.16900000,1609199999999.0,6789471.92044800,16703.0,6403817.20200000,3230772.93229900,0
325,2020-12-29,1467810002.63,0.498,0.51300000,0.44200000,0.47400000,18538415.37000000,1609286399999.0,8654631.65862800,21283.0,8781777.26200000,4097371.52977500,0
326,2020-12-30,1388785547.51,0.475,0.59800000,0.46600000,0.58200000,53659766.23300000,1609372799999.0,29206807.38053400,72727.0,26692365.44900000,14530481.31058400,0
327,2020-12-31,1410145847.78,0.582,0.64100000,0.51800000,0.62700000,37394957.55200000,1609459199999.0,21239932.89025000,53169.0,19153610.85300000,10869199.68847300,0
328,2021-01-01,1393085936.75,0.628,0.67700000,0.60500000,0.62000000,31291308.12700000,1609545599999.0,19905698.23840300,47992.0,16369950.91700000,10430249.07166300,0
329,2021-01-02,1455668677.02,0.621,0.62500000,0.56400000,0.61300000,29772064.42400000,1609631999999.0,17625878.67579100,44747.0,14924702.26200000,8837554.80314600,0
330,2021-01-03,1468097043.59,0.613,0.69600000,0.58600000,0.67700000,28661097.56500000,1609718399999.0,17895552.50439400,44517.0,14740425.44600000,9228132.38736500,0
331,2021-01-04,1414335224.48,0.678,0.73300000,0.58100000,0.67600000,40921744.89000000,1609804799999.0,26978648.42308200,63227.0,19295554.47300000,12717760.85867700,0
332,2021-01-05,1524312323.04,0.676,0.72800000,0.62300000,0.68800000,33393368.99400000,1609891199999.0,22595212.89271700,53008.0,17006147.34000000,11515433.57208400,0
333,2021-01-06,1578626975.41,0.688,0.78500000,0.67000000,0.73100000,40839013.43200000,1609977599999.0,29889046.60653600,61787.0,20708902.04800000,15168437.19163500,0
334,2021-01-07,1623546617.85,0.732,0.79000000,0.68200000,0.71600000,27988502.22100000,1610063999999.0,20520069.15326200,50382.0,13800317.40100000,10135138.91592100,0
335,2021-01-08,1663519861.93,0.719,0.73500000,0.62000000,0.69400000,28668551.62900000,1610150399999.0,19747453.27248300,50430.0,13987081.35700000,9658506.81790600,0
336,2021-01-09,1660471259.89,0.694,0.80000000,0.66800000,0.76700000,32447813.56900000,1610236799999.0,24305763.54233400,52787.0,17272058.60000000,12945222.27330300,0
337,2021-01-10,1653185660.19,0.767,0.84200000,0.69800000,0.75400000,35361578.81800000,1610323199999.0,27468270.49617300,63643.0,17882683.56000000,13919416.47616000,0
338,2021-01-11,1545315780.65,0.753,0.75600000,0.53100000,0.62200000,38360192.45600000,1610409599999.0,24325361.60198300,61235.0,18592722.55400000,11811656.83114500,0
339,2021-01-12,1705359219.93,0.623,0.67300000,0.59000000,0.62400000,24712083.07900000,1610495999999.0,15525169.77772600,34796.0,12211794.58200000,7680065.89157000,0
340,2021-01-13,1844481847.24,0.624,0.69300000,0.60300000,0.68700000,19267363.23600000,1610582399999.0,12620621.19800700,37172.0,9950663.43500000,6513324.39173200,0
341,2021-01-14,1916287784.22,0.686,0.80000000,0.66200000,0.79600000,23298031.35100000,1610668799999.0,16793910.13493800,35233.0,12125096.81600000,8760649.59347300,0
342,2021-01-15,2023928569.93,0.798,1.19800000,0.78600000,1.14900000,131957441.21100000,1610755199999.0,128748370.85969900,227167.0,67370433.00400000,65810953.32580800,0
343,2021-01-16,2081541785.02,1.147,1.26700000,1.03300000,1.10800000,63947616.71400000,1610841599999.0,74348651.77787500,141720.0,31669156.06000000,36857698.14895500,0
344,2021-01-17,2132434152.25,1.108,1.79000000,1.05300000,1.69100000,103861010.14500000,1610927999999.0,154053545.51198300,273110.0,52490341.66600000,77845154.68407600,0
345,2021-01-18,2214382033.33,1.69,1.78300000,1.38500000,1.60500000,49615890.70900000,1611014399999.0,76829157.52009400,158902.0,24607627.60900000,38135427.48648700,0
346,2021-01-19,2270303849.15,1.605,1.66400000,1.31100000,1.33100000,37056842.98600000,1611100799999.0,54561122.10372400,114228.0,17700820.37500000,26124754.52358600,0
347,2021-01-20,2309332959.21,1.33,1.64900000,1.25700000,1.62900000,75430620.74000000,1611187199999.0,108697658.11926400,169873.0,36672827.43900000,52864326.21993300,0
348,2021-01-21,2197361143.59,1.628,1.93000000,1.45000000,1.68100000,89243110.49300000,1611273599999.0,151581740.52710100,254366.0,43437948.33300000,73934969.12080100,0
349,2021-01-22,2346500575.51,1.679,2.13000000,1.41500000,1.96300000,82197577.26100000,1611359999999.0,152467226.41959900,260675.0,40742502.24200000,75633891.66674500,0
350,2021-01-23,2453733987.44,1.965,2.30000000,1.91100000,2.14000000,53238757.33600000,1611446399999.0,115429232.65728300,204915.0,26139581.34800000,56656439.63422600,0
351,2021-01-24,2525632628.11,2.139,2.35000000,2.03600000,2.26000000,44806191.01000000,1611532799999.0,98006256.16307400,158073.0,22462436.24300000,49201297.24591700,0
352,2021-01-25,2665765759.03,2.26,2.31100000,1.96700000,2.00500000,33849144.97400000,1611619199999.0,72813545.74869500,123345.0,15143883.14400000,32576783.09575900,0
353,2021-01-26,2736302120.53,2.006,2.24000000,1.82000000,2.14600000,43365364.47500000,1611705599999.0,87845003.83037200,141089.0,21296459.06200000,43192821.06784800,0
354,2021-01-27,2693689728.05,2.146,2.14800000,1.73600000,1.81400000,37670473.93500000,1611791999999.0,71348921.63823000,116917.0,18540952.52200000,35118343.27861500,0
355,2021-01-28,2906601910.23,1.815,2.20200000,1.75000000,2.08000000,37953063.86000000,1611878399999.0,75964942.82333500,116182.0,18799776.81300000,37638682.64527200,0
356,2021-01-29,3038756659.39,2.08,2.13100000,1.85600000,2.04600000,32202216.50000000,1611964799999.0,63398100.97455100,105754.0,16007168.70300000,31516457.76160500,0
357,2021-01-30,3058247141.37,2.046,2.67200000,1.88500000,2.54800000,47844965.90800000,1612051199999.0,108074670.15619200,178911.0,24080895.09100000,54587432.14116200,0
358,2021-01-31,2989394293.11,2.548,2.84900000,2.28200000,2.51100000,44454572.72100000,1612137599999.0,113597118.68655500,186410.0,21961295.60500000,56198565.64760700,0
359,2021-02-01,3100855143.8,2.514,2.69000000,2.30000000,2.54000000,28503115.82400000,1612223999999.0,70274654.62818300,123162.0,14136188.50800000,34845995.82927800,0
360,2021-02-02,3275172387.39,2.539,2.75600000,2.42000000,2.50000000,21751429.72100000,1612310399999.0,56095707.07654000,99714.0,10613882.20900000,27402858.17966900,0
361,2021-02-03,3483311187.62,2.5,2.70400000,2.40000000,2.63700000,22469245.51900000,1612396799999.0,57603015.17675900,95649.0,10961757.29800000,28112906.99082200,0
362,2021-02-04,3511122075.73,2.637,3.20500000,2.54600000,3.02600000,42086391.30600000,1612483199999.0,120542171.87986700,201728.0,21883174.03000000,62757925.10443200,0
363,2021-02-05,3733419314.45,3.027,3.36900000,3.02000000,3.26300000,23158239.35100000,1612569599999.0,74895033.35472100,138032.0,11568096.22200000,37436163.03028000,0
364,2021-02-06,3884340940.2,3.263,3.66600000,3.00000000,3.15000000,28137799.68600000,1612655999999.0,91989830.92626900,172033.0,14377324.64500000,47002105.42057700,0
365,2021-02-07,3828165520.99,3.146,3.19500000,2.65000000,2.98100000,20339859.27100000,1612742399999.0,59438638.87865800,104915.0,9792286.00400000,28659286.15845000,0
366,2021-02-08,4186614787.92,2.98,3.23900000,2.84900000,3.06000000,16674288.06600000,1612828799999.0,51056847.54061100,97564.0,8156306.77500000,24989267.61080700,0
367,2021-02-09,4208527121.58,3.062,3.28600000,2.93800000,3.17500000,18626001.72400000,1612915199999.0,57603513.55523100,101227.0,8682416.99500000,26905949.14060400,0
368,2021-02-10,4131586942.11,3.175,3.38500000,2.85200000,3.08700000,21519436.05000000,1613001599999.0,67704319.48226500,152501.0,10648967.58700000,33535915.54226000,0
369,2021-02-11,4307058935.07,3.09,3.57000000,3.00000000,3.56200000,18798800.19400000,1613087999999.0,62016792.78573600,122349.0,9810339.04400000,32395534.03537800,0
370,2021-02-12,4345243879.15,3.559,3.61800000,3.21100000,3.38700000,17618497.10700000,1613174399999.0,60746014.12734500,103882.0,8499334.01500000,29341510.35161100,0
371,2021-02-13,4315805114.26,3.388,3.52000000,3.12500000,3.28900000,18235541.34300000,1613260799999.0,60577295.50494300,106318.0,8859256.25100000,29408793.62395100,0
372,2021-02-14,4429058750.95,3.29,3.40700000,2.92800000,2.95500000,14147907.72100000,1613347199999.0,44661551.40047400,82396.0,6439671.35700000,20339366.52787800,0
373,2021-02-15,4430455119.94,2.955,3.01900000,2.08000000,2.71700000,29321897.79700000,1613433599999.0,79020918.72768100,168329.0,14445039.69900000,38984264.73472800,0
374,2021-02-16,4458214915.35,2.719,2.86300000,2.53800000,2.67400000,16177087.47300000,1613519999999.0,43937592.82174100,85049.0,8155035.84400000,22158530.23038400,0
375,2021-02-17,4515449125.04,2.673,2.88000000,2.48700000,2.78600000,14847197.10700000,1613606399999.0,39894710.11269600,77269.0,7615473.89800000,20453527.68758500,0
376,2021-02-18,4532660952.58,2.787,3.02600000,2.71800000,2.81100000,14049986.50200000,1613692799999.0,40100714.86948100,74305.0,6981216.50100000,19935053.74209300,0
377,2021-02-19,4636858097.2,2.809,2.87500000,2.56100000,2.63000000,14706462.72900000,1613779199999.0,39732879.79000800,72680.0,7036000.67100000,19034167.79370900,0
378,2021-02-20,4629719157.55,2.631,3.26900000,2.56400000,2.88800000,34224966.01600000,1613865599999.0,102126597.07007800,198787.0,17264290.31000000,51539584.10810300,0
379,2021-02-21,4702478520.7,2.888,3.08000000,2.81200000,2.90500000,15829873.32900000,1613951999999.0,46265502.80568100,91653.0,8191962.14100000,23947306.73895100,0
380,2021-02-22,4492212725.39,2.905,2.91200000,2.02300000,2.58000000,27834363.00200000,1614038399999.0,70204590.95159800,148416.0,13284087.05200000,33643665.96333100,0
381,2021-02-23,4103515040.09,2.582,2.60600000,1.71000000,2.13800000,40284985.13000000,1614124799999.0,85101031.03505600,179570.0,19534384.94200000,41431418.80398700,0
382,2021-02-24,4173590173.86,2.139,2.39700000,2.00000000,2.15200000,20229080.83200000,1614211199999.0,45017553.78424000,91779.0,10196948.25300000,22725763.83702700,0
383,2021-02-25,4028844673.9,2.153,2.33600000,1.98700000,2.00700000,14987481.66000000,1614297599999.0,32625846.35950900,67361.0,7704424.05100000,16795524.09688900,0
384,2021-02-26,3912144173.39,2.009,2.09700000,1.79300000,1.92100000,17349184.40600000,1614383999999.0,33991587.09566500,68934.0,9021171.31200000,17693960.83861700,0
385,2021-02-27,3844737502.85,1.925,2.10500000,1.91500000,1.96400000,11523415.93600000,1614470399999.0,23164919.67442400,50931.0,6094219.06200000,12259729.84893100,0
386,2021-02-28,3720502564.45,1.962,1.98400000,1.62000000,1.76900000,18259491.78100000,1614556799999.0,32031517.63642200,69563.0,9141923.74500000,16032349.18982100,0
387,2021-03-01,3914069348.71,1.767,2.00900000,1.75200000,2.00100000,12539842.75500000,1614643199999.0,23448541.48508300,49894.0,6584232.10300000,12313568.07855800,0
388,2021-03-02,3856185576.59,2.001,2.59500000,1.98100000,2.50800000,43725606.38600000,1614729599999.0,101088203.63189800,180547.0,22460789.32400000,51871800.47271700,0
389,2021-03-03,4093039845.48,2.507,2.64000000,2.25700000,2.27900000,30064583.46200000,1614815999999.0,72983827.82395700,124912.0,14604540.32800000,35494553.66537200,0
390,2021-03-04,3978168117.89,2.278,2.38600000,2.01200000,2.08600000,23114224.39100000,1614902399999.0,50805008.13065500,95793.0,11498993.68000000,25281393.23835800,0
391,2021-03-05,3958658396.23,2.083,2.11600000,1.91000000,2.05200000,15360572.91300000,1614988799999.0,30927703.13249100,64214.0,7764884.59700000,15638082.73772200,0
392,2021-03-06,3943276925.03,2.054,2.17200000,1.91300000,2.04700000,12475162.25500000,1615075199999.0,25530512.35874500,50665.0,5922966.81800000,12126766.93831300,0
393,2021-03-07,3469160074.34,2.048,2.26600000,2.04300000,2.24500000,16723859.83700000,1615161599999.0,35882551.72890700,62978.0,8535820.98400000,18337556.40404500,0
394,2021-03-08,3614676054.98,2.245,2.41000000,2.03300000,2.39500000,25978975.56900000,1615247999999.0,58417978.01598100,102480.0,12977018.87500000,29213675.38587000,0
395,2021-03-09,3793983083.77,2.395,2.48500000,2.27400000,2.40600000,18149081.11200000,1615334399999.0,43053985.47185400,85579.0,9280777.87500000,22039372.25719700,0
396,2021-03-10,4047709087.76,2.406,2.48300000,2.17100000,2.21200000,16175737.80300000,1615420799999.0,37266200.08804400,72265.0,8084180.58300000,18654381.52553900,0
397,2021-03-11,4125552812.27,2.215,2.22600000,2.04800000,2.17300000,13167515.40300000,1615507199999.0,28314644.49986700,60444.0,6636415.33400000,14289703.08502900,0
398,2021-03-12,4281048706.91,2.174,2.23200000,1.96000000,2.05900000,14646572.81900000,1615593599999.0,30617069.25441500,62455.0,7398217.23300000,15467628.45883100,0
399,2021-03-13,4488911557.43,2.059,2.38200000,1.97700000,2.37800000,16216031.03500000,1615679999999.0,35853248.91839600,74528.0,8317231.80700000,18427042.11471800,0
400,2021-03-14,4324754109.6,2.381,2.40200000,2.10300000,2.10700000,12902542.64900000,1615766399999.0,28911386.49016100,62574.0,6446768.49500000,14456645.68991900,0
401,2021-03-15,4345733942.54,2.108,2.36000000,2.04100000,2.22400000,19438862.77400000,1615852799999.0,42706344.88078700,89146.0,9654742.54800000,21209468.68982900,0
402,2021-03-16,4369294723.57,2.224,2.61800000,2.09300000,2.59600000,24276100.93500000,1615939199999.0,57394216.35379800,124869.0,12456690.35000000,29470457.11187500,0
403,2021-03-17,4436512912.47,2.594,2.60000000,2.27700000,2.42500000,15008289.58600000,1616025599999.0,35929014.12412800,77580.0,7409920.04400000,17744048.18296600,0
404,2021-03-18,4546287152.04,2.423,2.79900000,2.40500000,2.60900000,22166479.60400000,1616111999999.0,57373638.41239600,116545.0,10254604.34000000,26581819.06129400,0
405,2021-03-19,4554269677.52,2.608,2.79500000,2.47700000,2.74600000,15503136.61000000,1616198399999.0,41558946.43518700,80707.0,7556799.38600000,20268518.43682400,0
406,2021-03-20,4601336701.49,2.746,2.97300000,2.68300000,2.70200000,14332241.00500000,1616284799999.0,40777103.76959600,82556.0,7662749.26700000,21837757.53102000,0
407,2021-03-21,4513020227.32,2.705,2.76400000,2.51300000,2.59400000,9522204.67000000,1616371199999.0,24989100.78150900,59015.0,4650665.23500000,12208921.42080100,0
408,2021-03-22,4399935372.27,2.593,2.70400000,2.32700000,2.35200000,12958654.38000000,1616457599999.0,32934228.95553600,76847.0,6469663.08800000,16458715.95318600,0
409,2021-03-23,4332628421.66,2.352,3.27700000,2.22000000,2.88200000,47762468.83300000,1616543999999.0,138851864.09312000,271202.0,23141910.59500000,67367324.13095100,0
410,2021-03-24,4215433199.14,2.881,2.98700000,2.36600000,2.51900000,30412328.28800000,1616630399999.0,84830916.28186600,159723.0,14968754.34200000,41842702.53311000,0
411,2021-03-25,4210726105.29,2.516,2.72900000,2.30800000,2.38400000,37769862.31600000,1616716799999.0,94280110.86672400,200560.0,19052179.28900000,47597055.24990100,0
412,2021-03-26,4397156642.29,2.386,2.64600000,2.38200000,2.62200000,19020889.99200000,1616803199999.0,47878762.08047500,84914.0,9853944.10000000,24811853.68063900,0
413,2021-03-27,4460948783.46,2.621,3.20000000,2.55600000,3.12300000,30499343.40200000,1616889599999.0,86795037.18212200,158802.0,15264379.34600000,43474931.74713000,0
414,2021-03-28,4510908731.84,3.123,3.39000000,2.91600000,3.02400000,33419861.18700000,1616975999999.0,104988949.66303300,167944.0,16591604.58100000,52194437.54456100,0
415,2021-03-29,4644638853.66,3.022,3.57700000,2.99100000,3.52300000,29964599.56600000,1617062399999.0,100183799.84657600,164526.0,15418766.23500000,51639340.48542400,0
416,2021-03-30,4704047228.91,3.52,3.52800000,3.14600000,3.28600000,15353957.89500000,1617148799999.0,50783765.18680300,93379.0,7551764.21600000,24988520.54818900,0
417,2021-03-31,4765201924.82,3.285,3.29700000,2.95000000,3.13400000,14811029.06800000,1617235199999.0,46327580.85649200,83843.0,7157255.28400000,22394634.24260300,0
418,2021-04-01,4829981879.03,3.134,3.48300000,3.04300000,3.32000000,18174195.14700000,1617321599999.0,58651283.82203200,108435.0,9204767.25700000,29714710.96865100,0
419,2021-04-02,4987937995.73,3.319,3.53900000,3.22100000,3.34800000,13287341.25200000,1617407999999.0,44506690.75905800,90071.0,6621875.73900000,22207683.48120700,0
420,2021-04-03,4916309951.02,3.346,3.40800000,2.89300000,2.92200000,17021522.27800000,1617494399999.0,54008271.05270200,101831.0,8106588.11000000,25767366.69849000,0
421,2021-04-04,5005195068.23,2.922,3.12200000,2.85400000,3.10300000,12676861.79700000,1617580799999.0,38176143.99145100,66298.0,6400612.01800000,19286811.18778400,0
422,2021-04-06,5126374256.481487,3.317,3.40000000,3.00100000,3.18100000,14861786.71600000,1617753599999.0,47775734.82732700,95317.0,7332430.76300000,23600190.46553900,0
423,2021-04-07,5118877259.795784,3.182,3.38400000,2.72200000,2.89500000,26764423.54900000,1617839999999.0,81316677.09729800,158787.0,12811881.42700000,38971661.35916700,0
424,2021-04-08,5162317546.551515,2.896,3.09900000,2.85100000,3.07400000,11144889.64800000,1617926399999.0,33496007.54775800,67892.0,5433026.30700000,16336692.09563600,0
425,2021-04-09,5349432509.434792,3.074,3.14000000,2.92900000,2.98000000,9756869.80400000,1618012799999.0,29637858.04814800,58302.0,4858142.89500000,14767522.25102300,0
426,2021-04-10,5356967304.855791,2.979,3.05600000,2.86200000,2.96100000,10057521.75500000,1618099199999.0,29995278.40048700,61518.0,4758649.72100000,14198190.02974000,0
427,2021-04-11,5542036067.304084,2.961,3.21200000,2.88600000,3.11100000,13356135.55500000,1618185599999.0,41089742.95806500,85543.0,6794635.90000000,20922223.79052900,0
428,2021-04-12,5492503462.115547,3.111,3.12400000,2.93200000,3.03200000,15200344.59700000,1618271999999.0,46080101.20905600,86659.0,7757336.83200000,23521658.52196900,0
429,2021-04-13,5714420300.084434,3.032,3.19200000,2.97200000,3.12000000,13490137.53700000,1618358399999.0,41485045.57247900,84818.0,6541471.36100000,20135759.72539400,0
430,2021-04-14,5946723184.649559,3.12,3.29900000,2.97600000,3.15600000,17120211.81300000,1618444799999.0,53662962.77658400,110494.0,8431139.54500000,26450639.86570300,0
431,2021-04-15,6463202441.545966,3.156,4.15000000,3.13800000,4.02800000,53765700.91100000,1618531199999.0,199151839.59595600,363931.0,28084709.57400000,103880554.92592400,0
432,2021-04-16,6516480559.327167,4.029,4.65000000,3.68300000,3.91000000,58516073.76700000,1618617599999.0,240654851.26461000,392158.0,29117266.32300000,119888274.49891400,0
433,2021-04-17,6458931504.690027,3.913,4.34000000,3.75000000,3.78400000,22854962.83500000,1618703999999.0,91955601.94500700,180127.0,11288928.02900000,45482817.91195800,0
434,2021-04-18,6391390320.908981,3.784,3.86800000,2.40000000,3.22300000,46840142.00100000,1618790399999.0,147720145.60445400,298750.0,22123764.63300000,69788421.13370400,0
435,2021-04-19,6235998371.337133,3.22,3.48200000,2.76900000,2.82100000,30287433.81800000,1618876799999.0,93719387.49821000,165975.0,14814946.08500000,46000267.57939900,0
436,2021-04-20,6199709287.9471035,2.822,3.10000000,2.57000000,3.02700000,24661126.16100000,1618963199999.0,70491251.03490100,127312.0,12274070.36900000,35148678.98935700,0
437,2021-04-21,6302518780.022093,3.026,3.16200000,2.82200000,2.88700000,19317907.24000000,1619049599999.0,57962169.31891600,100524.0,9778561.86800000,29368429.57835800,0
438,2021-04-22,6311840840.654737,2.889,3.31000000,2.67200000,2.75200000,27748622.66500000,1619135999999.0,83311949.31754200,155552.0,13755165.44900000,41261744.66508400,0
439,2021-04-23,6271812980.142978,2.755,2.85800000,2.22400000,2.64100000,28113410.39900000,1619222399999.0,71042063.85004100,136426.0,13699071.36300000,34636578.22649100,0
440,2021-04-24,6245037193.366095,2.641,2.64800000,2.34900000,2.37600000,12400176.63500000,1619308799999.0,30735443.15906700,62287.0,6001782.53100000,14894210.39992500,0
441,2021-04-25,6140080998.834403,2.374,2.55000000,2.19500000,2.38200000,9318107.71800000,1619395199999.0,22520111.23002300,51100.0,4650965.75200000,11247611.09628300,0
442,2021-04-26,6224359928.774843,2.384,2.83800000,2.34700000,2.78100000,24836285.95800000,1619481599999.0,66246477.54074200,131356.0,12549217.21400000,33471677.73157300,0
443,2021-04-27,6579205378.551008,2.777,3.19800000,2.71000000,3.12800000,24362117.12200000,1619567999999.0,72502641.19895500,137557.0,12518567.19900000,37314303.25345500,0
444,2021-04-28,6678170157.260513,3.127,3.21300000,2.81200000,3.03600000,20603220.14600000,1619654399999.0,61710470.37910400,119630.0,10116020.87100000,30315784.85258200,0
445,2021-04-29,6711088161.300138,3.036,3.24900000,2.89100000,3.02200000,19834973.43000000,1619740799999.0,60757140.27985200,109088.0,9853183.55000000,30188853.89763200,0
446,2021-04-30,6847674429.647136,3.02,3.39300000,2.95600000,3.33800000,18142308.72100000,1619827199999.0,58198541.15239000,113186.0,9066084.02100000,29078809.27549500,0
447,2021-05-01,6900848395.750707,3.338,3.49000000,3.16700000,3.40300000,17248490.96900000,1619913599999.0,57419608.41702500,104950.0,8692111.31300000,28950444.82370500,0
448,2021-05-02,7092682274.37523,3.408,3.41900000,3.09100000,3.27900000,13858563.90400000,1619999999999.0,45002746.22165100,82651.0,6569374.25000000,21354179.28119900,0
